frame,ball_x,15_x,1779_x,3969_x,5047_x,6593_x,6594_x,10286_x,17595_x,ball_y,15_y,1779_y,3969_y,5047_y,6593_y,6594_y,10286_y,17595_y,stretch_index,Time [s],10286_vx,10286_vy,10286_speed,15_vx,15_vy,15_speed,17595_vx,17595_vy,17595_speed,1779_vx,1779_vy,1779_speed,3969_vx,3969_vy,3969_speed,5047_vx,5047_vy,5047_speed,6593_vx,6593_vy,6593_speed,6594_vx,6594_vy,6594_speed
62,31.074524775333657,18.74466582678044,29.899080477424604,32.14755751022666,32.51988062279054,34.684600717500096,35.0334793362099,36.42729000690344,36.966437285811026,4.021712330587553,-7.00954923836433,-5.421553886999493,3.6656474821519116,7.437738254423727,-6.127919886632052,-12.257288624519603,-4.028379864479536,8.195524131379711,24.43314306242864,3.1,-0.3661539244801511,1.9708534858537765,2.004577800713706,-4.3073506911612105,-1.331974965757375,4.508594823894837,-1.7271261307227213,-1.8006258095736292,2.495038672551575,-1.3196389590533757,-0.005773021502523287,1.319651586604868,-4.66454791565438,-0.5584953283420335,4.6978638006242255,-1.9183564708782206,-0.02856706025238056,1.9185691611958648,-4.8201712112510915,-3.425307814934524,5.913271863598472,-2.387136475758681,-1.7542562222880689,2.96240366043083
63,31.121004721398894,18.532880249053576,29.833286013693456,31.90826949011602,32.421941144963284,34.43813056232108,34.90824992679263,36.40404432959169,36.87883062739081,4.499137099476226,-7.0692849204119375,-5.425463032005961,3.6388611018133457,7.435224206396859,-6.297305571372666,-12.34669947583936,-3.9292530645288632,8.108509795668347,24.363648214163025,3.1500000000000004,-0.49307135447804706,1.9589845413249147,2.020084105614616,-4.241861234917151,-1.1897521080404996,4.405552952227413,-1.7604100900491504,-1.7221022457184783,2.4626570670427266,-1.3381857319728745,-0.08778082439078803,1.3410617160990408,-4.794220311650017,-0.5311864412148142,4.823557549357947,-1.9671076703709331,-0.055769479028676475,1.9678980719598487,-4.906998914298229,-3.3390619907265404,5.935315772799177,-2.521025530768728,-1.771583008744132,3.0812458654996453
64,31.164310427245,18.324215402129454,29.766006799882575,31.662286352469692,32.32135615431579,34.18787912672175,34.775915131064274,36.37374883557397,36.78935284796318,4.94395725000177,-7.121785421250926,-5.433712515263374,3.613553694970044,7.431212824468859,-6.461162672300714,-12.43656081604065,-3.8313084982468424,8.025876249862442,24.291090737222476,3.2,-0.6340676885971928,1.935339867951612,2.036561375997775,-4.179446618863582,-1.0450484838676128,4.30812028308916,-1.7978325101978292,-1.6344864476088836,2.429762885991416,-1.3678807335673322,-0.17458758940966507,1.3789773484871246,-4.928122662364202,-0.501606971309306,4.953584815966486,-2.020017926776509,-0.0857161570503402,2.0218357213378995,-4.982624522703977,-3.2284903144759207,5.937145513200419,-2.6631332569907524,-1.7805927863749709,3.2035588671633235
65,31.20444189287207,18.11851754399843,29.69668542455827,31.409396599551684,32.21791769800231,33.934406515434205,34.636064015464264,36.335699579644256,36.69779702448699,5.356172782164186,-7.166926702558448,-5.446542284878289,3.5898387907609437,7.4255668956775445,-6.618274896814118,-12.526456794682197,-3.7351349520756907,7.94807810567476,24.215207617681074,3.25,-0.7891429268377279,1.8999194657338332,2.0572896089885715,-4.120106843000347,-0.8978640932385953,4.216804516178744,-1.8393933911692828,-1.537778415244715,2.3975259126586685,-1.4087239638366957,-0.2661933165591481,1.4336534058371748,-5.066254967797068,-0.469756918625401,5.087986926214031,-2.077087240095473,-0.11840709431746774,2.080459478805616,-5.047048036468452,-3.09359278618264,5.919713693173119,-2.8134596544245065,-1.7812855551804212,3.329944962933905
66,31.241399118280025,17.915632932651114,29.62476447628669,31.1493887336261,32.111417823177234,33.67827283319047,34.48828564643192,36.28919261659638,36.60395623392105,5.73578369596346,-7.204584726011744,-5.464192288957187,3.567829918324963,7.41814920706058,-6.767425952310709,-12.615971561322734,-3.6413212124576697,7.875569974818015,24.135735191483054,3.3000000000000003,-0.9582970691995333,1.8527233346715801,2.0858851904342663,-4.063841907327351,-0.7481989361537238,4.132143837744708,-1.8850927329633493,-1.431978148625968,2.3673056477805066,-1.4607154227812706,-0.36259800583934776,1.5050471288932243,-5.208617227948579,-0.43563628316311015,5.2268032676284,-2.1383156103271967,-0.15384229082994033,2.143842601455801,-5.100269455591471,-2.934369405846615,5.884154342775854,-2.9720047230704383,-1.7736613151605236,3.4610239142268218
67,31.275182103468904,17.715407826077914,29.549686543634134,30.882051256957038,32.00164857699498,33.420038184722685,34.33216909040671,36.23352400122437,36.50762355322435,6.082789991399626,-7.234635453288004,-5.4869024756066285,3.5476406068009902,7.408822545655732,-6.907399546188383,-12.704689265521042,-3.5504560658349726,7.8088064690049075,24.052409821751798,3.35,-1.141530115682994,1.7937514747650358,2.126178580983491,-4.0106518118445615,-0.5960530126128415,4.054701857066301,-1.9349305355798683,-1.3170856477528137,2.3406560578256355,-1.5238551104007836,-0.4638016572500985,1.5928736217172166,-5.355209442818628,-0.39924506492256245,5.370071209799626,-2.203703037472098,-0.19202174658798116,2.2120532155729093,-5.142288780073204,-2.750820173467885,5.831821801497766,-3.138768462928185,-1.757720066315214,3.5974223126288245
68,31.30579084843866,17.517688482269328,29.470894215166897,30.60717267180854,31.888402006609752,33.160262674762855,34.16730341382803,36.167989788322124,36.40859205935568,6.39719166847265,-7.256954846064385,-5.514912792933142,3.5293843853279725,7.397449698500702,-7.036979385844983,-12.792194056835836,-3.463128298649841,7.748242199948212,23.964968677823556,3.4000000000000004,-1.3388420662874971,1.7230038860138888,2.1820266885810393,-3.9605365565521042,-0.44142632261597264,3.985060478096143,-1.9889067990190763,-1.1931009126250047,2.3193188747757234,-1.5981430266950671,-0.5698042707915436,1.6966844258100422,-5.506031612407469,-0.36058326390368267,5.517826058062887,-2.273249521530128,-0.23294546159130278,2.28515359991685,-5.173106009913408,-2.5429450890466136,5.764338254796339,-3.313750873997795,-1.7334618086445928,3.739763989471867
69,31.333225353189388,17.322321159215868,29.38783007945116,30.32454148044466,31.77147015917602,32.89950640804308,33.99327768313525,36.091886032683604,36.30665482927385,6.678988727182566,-7.271418866018133,-5.5484631890432645,3.513174783044823,7.383893452633248,-7.154949178678367,-12.878070084825787,-3.379926697344483,7.694331779360622,23.873150624225364,3.45,-1.5502329210137589,1.6404805684182964,2.257077447663874,-3.913496141449732,-0.28431886616304824,3.923810554397113,-2.0470215232808995,-1.0600239432427694,2.3052001815510956,-1.6835791716647361,-0.6806058464635484,1.8159469005187576,-5.661083736714747,-0.3196508801065013,5.670101036070615,-2.346955062501012,-0.27661343584018794,2.3631997499759603,-5.192721145112365,-2.3107441525825565,5.683651241023815,-3.496951956279425,-1.7008865421486716,3.888661468139
70,31.35748561772095,17.12915211490798,29.299936725053183,30.0339461851295,31.65064508184805,32.63832948929546,33.809680964767765,36.004508789102644,36.20160493993786,6.928181167529324,-7.277903474826432,-5.5877936120434955,3.499125329090449,7.368016595091066,-7.260092632086425,-12.961901499049684,-3.3014400483611013,7.647529818954863,23.776697228763847,3.5,-1.7749153663130597,1.546712362204011,2.354281990112683,-3.869501531127273,-0.12463866377295862,3.8715083489388755,-2.108724339242107,-0.9183677841040908,2.300025592421162,-1.779774349996421,-0.795597212167076,1.9495054913780587,-5.819840356649905,-0.2765144128102445,5.826405581263863,-2.4245371523739263,-0.32277301444538437,2.4459278039418146,-5.201626127864742,-2.055440215735125,5.593008926735806,-3.6878550186431913,-1.6600785449262743,4.044271926299752
71,31.3785716420335,16.938027607336217,29.2066567405393,29.735175288127078,31.52571882178024,32.37729202325205,33.616102325165045,35.905154112373346,36.0932354683065,7.1447689895129605,-7.276284634166516,-5.633144010040414,3.4873495526037552,7.349681912911903,-7.351193453467029,-13.043272449066258,-3.228257138141981,7.60829093044369,23.675353899875418,3.5500000000000003,-2.008952834445746,1.4443534684996893,2.4742773557131144,-3.828407548530796,0.03807418196017378,3.828596871045516,-2.171263401288529,-0.7706976576993156,2.303987768491457,-1.8847825851264988,-0.9117325074064093,2.093719551004314,-5.9796741767591435,-0.2315063584115239,5.984153946397528,-2.5045832510934822,-0.370160922961603,2.5317891639206023,-5.202280669144555,-1.7831475368001082,5.499394448350783,-3.8838766054413187,-1.6114592074717133,4.204913585751762
72,31.396483426126956,16.748793894491023,29.107432714475614,29.428017291701522,31.396483426126956,32.11695411464488,33.412130830766465,35.79311805728944,35.98133949133867,7.328752193133479,-7.266438305715515,-5.684754331140531,3.477960982723668,7.328752193133479,-7.427035350218013,-13.121767084434232,-3.1609667531292867,7.577069725539791,23.568871164399326,3.6,-2.2476214441233844,1.3365889286597428,2.6150090096018954,-3.790039981196453,0.2043715479232895,3.7955461779127613,-2.2313364946818757,-0.6200918310170277,2.3158964638759763,-1.996268705178924,-1.0253566995868808,2.244202554286141,-6.13743244249774,-0.1850257125862168,6.14022080226288,-2.585398310592394,-0.4172612320544928,2.6188530619699986,-5.197636422120467,-1.501203225733022,5.41008645970695,-4.081916569896216,-1.5555341983781052,4.368263902961576
73,30.434368432891162,16.56130739675657,29.00184345378794,29.112444608798633,31.26282981984636,31.85770368843781,33.1975363899068,35.66797223838681,35.865902715186316,7.012652822883408,-7.248208258332279,-5.742651313215664,3.4710498738413773,7.305178652004695,-7.486830027818002,-13.19699905204693,-3.0999718856862657,7.5541412503815835,23.45708186652808,3.6500000000000004,-2.486197314058081,1.2266037840385644,2.772315625510079,-3.7542246166600015,0.3748053110034655,3.772887686307709,-2.2856414046844966,-0.469628571045642,2.333389728603109,-2.111897538276729,-1.1328147561135153,2.396535099648622,-6.289962399321027,-0.13747147101011897,6.291464486923058,-2.665287282804646,-0.4625580123896481,2.705127763102149,-5.190645039961297,-1.2169443924889911,5.331392837269189,-4.2788747652299906,-1.4928091862386896,4.53180411348953
74,29.49333264138511,16.375465184092135,28.89001263883986,28.789165295091337,31.125044439112262,31.59923995052209,32.972812278502246,35.530390509168356,35.74768136277336,6.703478947443191,-7.221309489601944,-5.806008853198872,3.466613381356957,7.279266222619171,-7.531501184068421,-13.268699988136142,-3.0449323518600813,7.539062288810147,23.340129083724076,3.7,-2.7199565629613325,1.117583075990483,2.9406046378486135,-3.7207872424574147,0.5499273480877169,3.7612069594491397,-2.330875916558799,-0.32238614477362715,2.3530650999782865,-2.2293339125434177,-1.2304516443916695,2.5463583688872835,-6.434111292684443,-0.08924262935918985,6.434730170997414,-2.7425551196633884,-0.5045353346326006,2.7885775026498174,-5.184258175835936,-0.9377081470232557,5.2683801497913505,-4.471651044665065,-1.4237898396466004,4.692849941425259
75,28.573376051608758,16.19117448885057,28.772200168354274,28.459071316934335,30.983512597902415,31.341089927020693,32.738632614364356,35.38132228287894,35.62762428621703,6.401230566812843,-7.185424804291234,-5.87378763778855,3.4646253859227967,7.251408267281629,-7.56240051485154,-13.336631026268172,-2.9953221736189315,7.531210059092253,23.218237331895455,3.75,-2.9441753095455305,1.0127118458700644,3.1134793296412093,-3.689553646124561,0.7302895360631358,3.7611339931082424,-2.3637378155670157,-0.18144281918956529,2.370691451323218,-2.3462426561031324,-1.3146123318263816,2.689434919143402,-6.566726368043181,-0.040738183309133855,6.5668527311287335,-2.81550677310201,-0.5416772694489906,2.8671401524203537,-5.181427482913208,-0.6708315992910108,5.224672793132183,-4.657145261424,-1.3489818271950222,4.848582674978992
76,27.67449866356219,16.008342543384867,28.648665941054304,28.123054640682298,30.838619610194392,31.082780644056626,32.49567151530475,35.221716972763275,35.50668033763428,6.1059076809923365,-7.14023700716692,-5.944948353682995,3.4650597681912814,7.221998148296871,-7.580879716049514,-13.400553300009328,-2.950615372930985,7.529961779494648,23.091635218110596,3.8000000000000003,-3.1541296725216577,0.9151751350315602,3.284216728363342,-3.6603496151973696,0.9164437518166427,3.773331214685413,-2.3809248869713624,-0.0498768612818572,2.381447252972638,-2.4602885970786095,-1.381641785823047,2.821693464082754,-6.6846548708526985,0.007642871464023631,6.684659240073418,-2.8824471950538655,-0.5724678875043739,2.938744853589304,-5.185104614361576,-0.42365185924763754,5.202383180785291,-4.832257268729032,-1.2688908174771585,4.996077883486447
77,26.79670047724535,15.826876580047886,28.519669855662986,27.782007232689946,30.690750789965865,30.82383912775288,32.24460309913499,35.05252399206618,35.38579836914228,5.817510289981698,-7.085428902995731,-6.01845168758058,3.4678904088147324,7.191429227969656,-7.588290483544565,-13.460227942925995,-2.910285971764432,7.534694668284093,22.960554043902473,3.85,-3.34588308415026,0.8276271446038278,3.4467231254175235,-3.633029972622207,1.1088498927541741,3.798480599744095,-2.379685285157164,0.06974650645909061,2.3807071704761973,-2.5695257589065505,-1.4284941458859242,2.939907847282741,-6.785269505659392,0.05556803856377869,6.785497039373098,-2.941963845463292,-0.5956439143535347,3.0016566993444744,-5.19774928115498,-0.202283185189032,5.20168396548246,-4.994403610932102,-1.1839382009872383,5.132813759786003
78,25.939981492658198,15.64668383119262,28.385471810903205,27.436821059311963,30.540291451194538,30.56379240423243,31.986101483666644,34.87469275403241,35.26592723285805,5.536038393780931,-7.020683296544418,-6.093258326179648,3.4730911884455584,7.160094868604756,-7.585984513218882,-13.515416088584516,-2.8738079920874586,7.544785943727343,22.825226514522868,3.9000000000000004,-3.5186482308830427,0.7505987148123927,3.5978165327562746,-3.6075656829886866,1.3075999383568304,3.837231782922217,-2.3594686410010848,0.1769142395352426,2.366091907770668,-2.673564946274295,-1.4545602399157573,3.0436318787741827,-6.8680448133721,0.10297081871090819,6.868816677419292,-2.993774216319363,-0.6109526951073394,3.055478236538028,-5.2198534254885685,-0.007948428774537247,5.219859477141576,-5.143067596903802,-1.0942082558240893,5.258178012718421
79,25.104341709800845,15.467671529171943,28.2463317054981,27.088388086903077,30.387626907858102,30.302167499618324,31.720840786711303,34.68917267190686,35.148015780898696,5.261491992390024,-6.94568299257969,-6.1683289561785974,3.4806359877360764,7.128388432506948,-7.575313500954686,-13.565878870551238,-2.8406554558682404,7.559612824091141,22.68588555789973,3.95,-3.6724251127200795,0.6840898456573696,3.7355970239666663,-3.58395674629656,1.5126938886245758,3.8901142348273994,-2.320274954503772,0.27162633794651564,2.33612001660097,-2.7724061591814224,-1.459840067912661,3.133268091841222,-6.932980793991023,0.14985121190529951,6.934600066013748,-3.037878307621992,-0.6183942297657924,3.100180000472212,-5.251417047362131,0.15935240999596045,5.253834237573272,-5.278249226643714,-0.9997009819878234,5.3720868339922045
80,24.289781128673244,15.289746906338797,28.10250943817065,26.737600281817848,30.23314247393421,30.038491440033567,31.449495126080567,34.49691315893422,35.03301286538131,4.9938710858089586,-6.8601107958683185,-6.242624264275737,3.4904986873387,7.096703281980958,-7.5576291426341635,-13.611377422392463,-2.8103023850749262,7.578552527642265,22.542763258569863,4.0,-3.807213729661335,0.6281005371387834,3.858676802749331,-3.5622031625459822,1.7241317435575647,3.9575145786712453,-2.2621042256646917,0.3538828016928946,2.2896175586992835,-2.8660493976282946,-1.4443336298766594,3.2094140873433887,-6.980077447515972,0.19620921814696685,6.982834612863671,-3.0742761193713206,-0.6179685183288465,3.1357708378933458,-5.292440146775761,0.29961933112245587,5.300914491933077,-5.39994850015222,-0.9004163794783895,5.474503946544306
81,23.49629974927532,15.112817195046096,27.954264907643857,26.385349610411104,30.077223463400486,29.772291251601093,31.172738619585918,34.29886362835929,34.921867338422985,4.73317567403777,-6.763649511177054,-6.315104937169386,3.5026531679057746,7.065432779331602,-7.53428313413951,-13.651672877674573,-2.782222801675744,7.600982272647482,22.396089913383378,4.05,-3.9230140817069112,0.5826307892565437,3.96604313161877,-3.542304931736792,1.9419135031557055,4.039672298979864,-2.1849564544841567,0.4236836307744264,2.225655527474586,-2.95449466161495,-1.4080409258077653,3.2728608210953345,-7.00933477394723,0.2420448374360503,7.0135126489224575,-3.1029676515671096,-0.6096755607965623,3.1622954536387815,-5.34292272372924,0.4128523346049587,5.358849716303961,-5.508165417429181,-0.7963544482958438,5.56543499405782
82,22.723897571607147,14.936789627646773,27.801858012640775,26.032528039037473,29.920255190234716,29.503093960443945,30.891245385039053,34.09597349342691,34.81552805214071,4.4794057570764485,-6.655981943272631,-6.384731661557982,3.5170733100896516,7.034970286863602,-7.506627171352954,-13.68652636996391,-2.755890727638852,7.626279277373533,22.24609321728476,4.1000000000000005,-4.019826168856473,0.5476806020107811,4.0569639472938634,-3.524262053869304,2.1660391674190693,4.136683296934463,-2.0888316409619097,0.48102882519113915,2.1435032901650493,-3.037741951140917,-1.3509619557059274,3.324601384750691,-7.020752773284599,0.2873580697723267,7.026631067862227,-3.1239529042095504,-0.5935153571689108,3.179833679127672,-5.402864778222835,0.4990514204432655,5.425863998664851,-5.602899978474641,-0.6875151884401788,5.644923852730616
83,21.972574595668746,14.761571436493773,27.6455486518844,25.680027534051707,29.76262296841443,29.23042659268511,30.605689540251472,33.88919216738181,34.71494385865164,4.232561334924976,-6.536790896921772,-6.450465124139826,3.53373299454272,7.005709166881775,-7.476012950156655,-13.715699032826764,-2.730780184932411,7.653820760087161,22.092997588953693,4.15,-4.097649991110558,0.5232499754013876,4.130923139735948,-3.5080745289431836,2.396508736347486,4.248510447675722,-1.9737297850981879,0.5259183849430222,2.0425962430702786,-3.115791266206726,-1.2730967195710525,3.3658476602414273,-7.014331445528345,0.33214891515599115,7.022191148748877,-3.1372318772984724,-0.569487907445987,3.188501266843861,-5.47226631025651,0.5582165886376934,5.500663989937824,-5.684152183288513,-0.5738985999112247,5.713050467636675
84,21.242330821460015,14.587069853940008,27.485596724097753,25.328740061808414,29.604712111917376,28.953816174447645,30.316745203034777,33.67946906346876,34.621063610072824,3.9926424075833804,-6.405759176891234,-6.511266011613298,3.55260610191735,6.978042781690859,-7.4437921664328295,-13.73895199982954,-2.7063651955246417,7.682983939055142,21.937023647519084,4.2,-4.156485548468714,0.5093389094283769,4.187576654735643,-3.4937423569586707,2.633322209941047,4.374999602077231,-1.8396508868927268,0.5583523100300465,1.9225172789239335,-3.18864260681211,-1.1744452174032776,3.3980528604862754,-6.990070790677923,0.3764173735869448,7.00019854702899,-3.142804570834105,-0.5375932116275671,3.1884521372672014,-5.55112731983019,0.5903478391880125,5.582430034689111,-5.751922031871005,-0.45550468270922606,5.769929945562
85,20.533166248981043,14.413192112338365,27.322262128003885,24.979557588662356,29.446907934721196,28.67278973185444,30.025086491200522,33.467753594932645,34.53483615852138,3.7596489750516184,-6.262569587947745,-6.566095010676722,3.5736665128658727,6.9523644935956375,-7.4113165160637395,-13.756046404538578,-2.6821197813836855,7.713146032544241,21.77838785292844,4.25,-4.196332840931086,0.5059474040917654,4.2267235641314365,-3.481265537915513,2.8764795881998633,4.515899087314579,-1.6865949463459802,0.5783306004522201,1.7829943343878647,-3.256295972957197,-1.0550074492026982,3.4229379458836884,-6.9479708087338246,0.42016344506521697,6.960663451107691,-3.140670984816281,-0.4978312697138463,3.1798821059862847,-5.639447806943901,0.5954451720942512,5.6707959335718225,-5.80620952422174,-0.3323334368339854,5.815712729528611
86,19.84508087823182,14.23984544404183,27.155804762325747,24.633372080968158,29.289595750803638,28.386874291028548,29.731387522560325,33.254995175018166,34.45721035611433,3.533581037329758,-6.106904934858071,-6.6139128080284655,3.596888108040673,6.9290676649008525,-7.379937694931494,-13.766743380520166,-2.657517964477755,7.743684258821198,21.617302323855863,4.3,-4.217191868497773,0.5130754593915633,4.248288323872758,-3.4706440718138443,3.1259808711238133,4.670880717792799,-1.514561963457382,0.585853256209502,1.6239217896694276,-3.3187513646417934,-0.9147834149690821,3.4425193269775933,-6.88803149969601,0.46338712959082207,6.9036009134852865,-3.130831119245072,-0.45020208170476145,3.1630342096797897,-5.737227771597573,0.5735085873565923,5.765821242716618,-5.847014660341031,-0.20438486228564656,5.85058574932241
87,19.17807470921232,14.06693708140326,26.98648452578641,24.29107550508057,29.13316087414227,28.095596878092998,29.436322414925712,33.04214321697017,34.389135054968854,3.314438594417711,-5.93844802238895,-6.653680090366884,3.6222447680941308,6.90854565791131,-7.351007398918359,-13.770804061340693,-2.632033766774994,7.773975836152782,21.453974848260412,4.3500000000000005,-4.219062631168632,0.5307230753276918,4.252311896887253,-3.461877958653772,3.38182605871287,4.839560568068369,-1.3235519382271845,0.580920277301999,1.4454266158354663,-3.3760087818660454,-0.7537731147025316,3.459134169656479,-6.810252863564277,0.5060884271637449,6.829031378006292,-3.1132849741203197,-0.39470564760036536,3.1382058374700317,-5.844467213791188,0.5245380849747204,5.867958521979266,-5.874337440228729,-0.07165895906414481,5.874774495083805
88,18.532147741922586,13.894374256775665,26.814561317108836,23.953559827354262,28.977988618714786,27.798484519170724,29.140565286108306,32.83014713403341,34.33155910720189,3.102221646315551,-5.7568816553071,-6.684357544390331,3.6497103736786007,6.891191834931756,-7.325877323906521,-13.767989580566468,-2.6051412102436258,7.803397982805759,21.288609102868328,4.4,-4.202503602550093,0.5585388131750672,4.239457764298344,-3.4550896480834106,3.643297052890451,5.0210813468707505,-1.114775585178986,0.563848425814569,1.2492596417897754,-3.428391987669775,-0.5729616629986063,3.475939684227049,-6.71540807561062,0.5480559827076695,6.737734855436061,-3.0884643694041896,-0.33163532786592814,3.106218625880664,-5.960756962989856,0.44946693680435257,5.977678822010459,-5.888573919538287,0.06545561600441518,5.888937700768538
89,17.90729997636258,13.722064202511929,26.64029503501615,23.621717014143872,28.824464298498942,27.495064240384796,28.844790253919694,32.61995633945269,34.28543136493062,2.8969301930232394,-5.561888638379298,-6.7049058567971604,3.6792588054464392,6.877399558266935,-7.305899165778147,-13.758061071763887,-2.576314316851805,7.831327917046859,21.121405098960075,4.45,-4.170307150674377,0.5947654793072388,4.212506107573188,-3.4508913883434187,3.90680336327311,5.212654208119396,-0.8942864769303217,0.5362215121716745,1.042728062793039,-3.477519797252673,-0.3772746328351673,3.4979251119578274,-6.607363012195152,0.588233020841627,6.633495614058478,-3.0585284049065264,-0.2624579248284039,3.0697687479556657,-6.084051166516907,0.35296150212310035,6.094280959947344,-5.891704376535999,0.20501557878956367,5.895270294739662
90,17.30353141253229,13.549914150964954,26.463945578231286,23.296439031804212,28.67297322747232,27.184863067858196,28.54967143617142,32.41252024647279,34.25170068027212,2.6985642345408003,-5.353151776372269,-6.714285714285712,3.7108639440500304,6.867562190221647,-7.2924246204155025,-13.740779668499215,-2.545027108567719,7.85714285714286,20.952559872914595,4.5,-4.125824117179616,0.6372944413728456,4.174753747337164,-3.450017877323153,4.1680364014010145,5.4106516056066,-0.6693489006217118,0.49994010888288665,0.8354448295568815,-3.525334788853875,-0.17262271178576716,3.529558608966236,-6.490756724949541,0.6253514111083323,6.520811855118415,-3.0260680003996505,-0.18893360127999523,3.031960330996329,-6.211894801161081,0.24062141206364063,6.216553360555635,-5.886105145141636,0.34468898833457046,5.8961889622316175
91,16.720842050431727,13.377788477110816,26.285659528413333,22.9783472353447,28.52374958262591,26.867551237401198,28.25574433119638,32.20859280257623,34.23089215526018,2.507123770868228,-5.130605208379578,-6.71180259366281,3.744425695865034,6.861970416937784,-7.286478738551306,-13.716042534227995,-2.5108766109133684,7.880330888090241,20.782237430600343,4.55,-4.072405343704318,0.6840170670204067,4.12945088739492,-3.4532038129113665,4.422687578814223,5.6111301885897475,-0.44722714339509956,0.4569047884575924,0.639354442781794,-3.5737795407129758,0.03508341257641073,3.5739517416239206,-6.370228265506063,0.6581430230503234,6.404136194167189,-2.9936740756552163,-0.1128225200129182,2.9957992910527533,-6.341832843711174,0.11804629775934769,6.342931400069564,-5.874152559275088,0.48214390368295423,5.893906262700206
92,16.159231890060912,13.205380126418166,26.105130198965448,22.66698053439405,28.37642299300391,26.54337182357352,27.96298995941292,32.00814609219661,34.22183589159577,2.322608802005504,-4.895188410802154,-6.698141132169031,3.7795480701604425,6.860504219905696,-7.287779990320654,-13.68429095196223,-2.4739518636261515,7.900823561804327,20.61047778771349,4.6000000000000005,-4.013401671887274,0.7328247238983332,4.079757965353365,-3.461183892997233,4.66644830705248,5.809951268602555,-0.23518549239065206,0.4090161234052332,0.47181183223450257,-3.624796631069096,0.23993305267779128,3.6327287933972103,-6.2504166854962415,0.6853397262104258,6.287877168222357,-2.963937550444995,-0.035884843819550774,2.964154774122605,-6.471410270955447,-0.009164209656924077,6.471416759703109,-5.858222952856071,0.6150483838780683,5.890421095293674
93,15.618700931419838,13.032339186978724,25.92193758622689,22.361607227235815,28.23047195066376,26.212711110622166,27.67125072176075,31.8109567340053,34.22293824089673,2.1450193279526477,-4.648092194367714,-6.674330757153484,3.8157611019285897,6.862940904452854,-7.295720200709219,-13.646102234603067,-2.4344649099972586,7.918663296930209,20.437291894275774,4.65,-3.952163943366433,0.7816087796552065,4.028710974949657,-3.4746928154699015,4.895009997656032,6.002883726929138,-0.04048823474968473,0.35817468623533627,0.3604558267151846,-3.6803286381620723,0.4360155209449177,3.7060664348309738,-6.135961036551997,0.7056733901312537,6.176406137522338,-2.939449344541484,0.04011926450812359,2.939723116980583,-6.5981720596826055,-0.13541047905235276,6.599561388987406,-5.840692659804258,0.7410704879632322,5.887518680600632
94,15.099249174508499,12.858315746884283,25.73566168653687,22.06149561215345,28.085374947662945,25.87595538279409,27.380369019179433,31.616801346673657,34.23260555478057,1.9743553487096488,-4.390507369803974,-6.64140089596514,3.8525948261617438,6.869057775906788,-7.309691194702587,-13.602053695051659,-2.392627793317852,7.933892512112939,20.26269224092406,4.7,-3.892042999780395,0.8282606019394441,3.979197700148193,-3.4944652782181356,5.104064062164852,6.185689737721649,0.12960034238643287,0.30628104945728096,0.332572292897851,-3.7423181402309718,0.6174201298043631,3.792908208669099,-6.031500370305523,0.7178758843554587,6.074071328387147,-2.9228003777163845,0.11342964217771095,2.9250005695219277,-6.71966318668136,-0.2550928792935683,6.7245033808830055,-5.8239380140395385,0.8578782749818296,5.886782578460037
95,14.600876619326911,12.682959894226634,25.545882496234654,21.76591398743058,27.94061047605904,25.53349092433632,27.090187252608683,31.425456548872866,34.24924418486516,1.8106168642765175,-4.123624747838734,-6.6003809759531045,3.8895792778522496,6.878632139594913,-7.329084797286445,-13.552722646209144,-2.3486525568792094,7.94655362599759,20.086692198998097,4.75,-3.8358312091611264,0.8710229971248231,3.933482188429842,-3.5211135294829834,5.290020010195522,6.354726760119363,0.26902666640083367,0.2549190234956728,0.370619826472806,-3.8123839524753316,0.7792213062783427,3.8912025448760126,-5.940900563116704,0.7208904335020974,5.984478466663174,-2.916149749779551,0.18257948686232495,2.9218597899560903,-6.833837799275386,-0.3635450511032952,6.843500863665231,-5.809939293828219,0.9635284608034911,5.889293819529425
96,14.123583265875018,12.505921717097461,25.35218001165942,21.47413065135067,27.79565702790942,25.18570401949588,26.8005478229882,31.236698959274438,34.271260482768234,1.6538038746532246,-3.848635139199683,-6.552300424466439,3.9262444919923785,6.891441300844779,-7.353292833446471,-13.498686400976755,-2.302751243972482,7.956689057229227,19.90930543128213,4.800000000000001,-3.7840870451151973,0.9095445264861846,3.8918615096981086,-3.55476001891257,5.452159743671528,6.508637696367165,0.37658002276976243,0.20440537043539733,0.4284787847864895,-3.890849837935076,0.9204339357711568,3.998238498573915,-5.864934790257261,0.7145056824948267,5.908297425171432,-2.919929280693169,0.2472754380966158,2.93038088762113,-6.9402867269294095,-0.4598337226259708,6.955503353780846,-5.799092554823565,1.0576323886019838,5.89474857214708
