Team,Start Frame,End Frame,Start X,Start Y,End X,End Y,From,To
attack,0,76,12.440841015378522,24.284477301458683,-13.574669308999505,-24.136325504840965,66,26
attack,100,140,-22.764998132284923,-23.708562959861816,-43.95498226902074,5.508465960130976,26,11
