frame,ball_x,9_x,10_x,11_x,26_x,66_x,4162_x,4165_x,4166_x,4167_x,4445_x,ball_y,9_y,10_y,11_y,26_y,66_y,4162_y,4165_y,4166_y,4167_y,4445_y,10_vx,10_vy,11_vx,11_vy,26_vx,26_vy,4162_vx,4162_vy,4165_vx,4165_vy,4166_vx,4166_vy,4167_vx,4167_vy,4445_vx,4445_vy,66_vx,66_vy,9_vx,9_vy
0,12.440841015378522,-0.2185353291683376,-9.734693877551027,-12.61904761904762,8.725170068027222,12.440841015378522,-2.9564625850340196,3.9659863945578255,22.42585034013603,23.291156462585025,8.869387755102043,24.284477301458683,11.840577052471424,-0.1428571428571351,25.42857142857143,-20.428571428571434,24.284477301458683,28.0,5.142857142857143,18.0,0.2857142857142847,18.857142857142858,,,,,,,,,,,,,,,,,,,,
1,11.862067975786655,-0.13522605635357793,-9.711395915646973,-12.58006536877109,8.758553463268978,12.518135899494634,-2.799208467386947,4.164883369347736,22.553194823348093,23.247663133100325,9.130149973076144,23.207248568666166,12.11724805774339,-0.157507145093779,25.367898800885506,-20.42136248339448,24.313199512367614,27.95785945378151,5.2297697478991685,18.096462386006873,0.28856374455820405,19.017899507156137,,,,,,,,,,,,,,,,,,,,
2,11.289600634680625,-0.06334598311982334,-9.693137326665084,-12.546000442669591,8.775288715445553,12.586795128015524,-2.6513239749232937,4.353569449112978,22.674043941739235,23.208811276316375,9.37592466869365,22.141756180044176,12.378331622780443,-0.17162050506518,25.30729413072162,-20.420890910140134,24.340271652209267,27.917208963585427,5.306919887955184,18.188004587229923,0.29110911802644807,19.167096468881013,,,,,,,,,,,,,,,,,,,,
3,10.723438992060427,-0.002757603782344376,-9.67988795232247,-12.516823165301052,8.775705785282113,12.646988767860604,-2.512697126850749,4.532156614645869,22.78851038165491,23.17443707554975,9.606979275304926,21.088000135592676,12.624099278529068,-0.18532870810460025,25.246692777797335,-20.426937548010994,24.365726216779688,27.878007773109257,5.374472268907568,18.274711962637767,0.2933611385440304,19.304949600816634,,,,,,,,,,,,,,,,,,,,
4,10.16358304792605,0.04667658734361098,-9.671617634336297,-12.492503861223302,8.760134633503782,12.698886885949324,-2.38321594237697,4.700756846738676,22.89670682944061,23.144376714116802,9.823581226260274,20.045980435311666,12.854822555935801,-0.19876323954526812,25.186030101830113,-20.439283236209697,24.389595701874967,27.84021512605042,5.432591596638653,18.356669871199045,0.2953305385359596,19.43167476146215,0.1666126910381799,-0.2739500421434846,0.4875730992401473,-1.2158391306442897,-0.29822460655854643,-0.23814733207912697,2.5941029211684348,-0.7574831932773356,3.3764838735494913,1.168974789915954,2.1684364095300164,1.6425725299713683,-0.6077598960012712,0.03981729683975857,4.342736353119117,2.543137552876696,1.044765038551222,0.4786895337485828,0.9941840499082844,4.625326785995617
5,9.610032802277491,0.08509409594274203,-9.66829621442368,-12.473012854994234,8.728905220835824,12.742659549201065,-2.262768440709616,4.859482126183801,22.998745971441615,23.118466375333988,10.025997954909958,19.01569707920117,13.070772985947178,-0.21205558472046024,25.125241462537485,-20.45770881393889,24.411912603291167,27.803790266106436,5.481442577030812,18.43396367188242,0.2970280504272782,19.547487809316742,0.06763472956689345,-0.2711063168337351,0.39100714226684874,-1.2183583971528322,-0.6113898243513813,-0.3597451226885591,2.4134292650393285,-0.7301274509803537,3.178984820594936,0.9836078431372286,2.045290293837618,1.5492903724130964,-0.5247594429985318,0.034379534827463205,4.059031907006577,2.324895297057868,0.8822559418122617,0.44763786016735546,0.7738503993721858,4.329869838088157
6,9.062788255114782,0.112632427699846,-9.66989353430175,-12.458320471171696,8.682347508003424,12.778476824535318,-2.1512426410564185,5.008444433773518,23.094740494003503,23.09654224251782,10.214496894604366,17.997150067261185,13.27222209950969,-0.2253372289634049,25.064262219636905,-20.481995120401137,24.432709416824377,27.768692436974785,5.521189915966387,18.5066787236565,0.29846440664301416,19.65260460287953,-0.0307400662470059,-0.2708922981889802,0.29503469413605937,-1.2221704693112454,-0.9179558276406041,-0.47695969735045196,2.2349952247565215,-0.7035868347339198,2.9837253834867155,0.8015350140055917,1.9243979050537416,1.4577153942276966,-0.4450353236667175,0.029156421315741518,3.780676127900406,2.110970211222179,0.7231481834617982,0.41723610250761967,0.556266862530848,4.039843509111124
7,8.521849406437852,0.12942908829956196,-9.676379435687664,-12.448397034313569,8.62079145573173,12.80650877887145,-2.0485265626250673,5.147755750300147,23.184803083471536,23.07844049898458,10.389345478693734,16.99033939949168,13.45944142756989,-0.23873965760735472,25.00302773284593,-20.51192299479913,24.452018638270687,27.734880882352932,5.551998319327727,18.57490038548998,0.2996503396082002,19.7472410006497,-0.12851169640375154,-0.27330798620926156,0.1996557548479976,-1.22727534711965,-1.217922616425824,-0.5897910560648865,2.058800800320124,-0.6778613445378514,2.790705562224886,0.6227563025209574,1.805759243178175,1.3678475954151281,-0.368587538006143,0.024147956304427308,3.5076690158004857,1.9013622953695781,0.5674417634999834,0.387484260769548,0.34143343938412035,3.755247799064456
8,7.987216256246796,0.1356215834266871,-9.68772376029856,-12.443212868977692,8.544567024745994,12.826925479128926,-1.954508224623182,5.277528056555964,23.26904642619126,23.06399732805084,10.550811140528445,15.995265075892696,13.632702501074245,-0.2523943559855863,24.941473361882014,-20.547273276335474,24.46987276342619,27.702314845938385,5.5740324929971985,18.638714016351457,0.30059658174781617,19.83161286112639,-0.2256801609031709,-0.2783533808945516,0.10487032440262771,-1.2336730305780157,-1.5112901907072078,-0.6982391988318932,1.8848459917300682,-0.6529509803921483,2.59992535680942,0.44727170868351046,1.6893743082108463,1.279686975975502,-0.2954160860168794,0.01935413979359019,3.240010570706784,1.6960715495001464,0.4151366819265689,0.35838233495303884,0.12935012993204603,3.4760827079482324
9,7.458888804541535,0.13134741876597344,-9.703896349851536,-12.44273829972197,8.454004175771342,12.839896992227153,-1.8690756462585112,5.397873333333329,23.347583208508045,23.053048913033024,10.699161313458792,15.011927096464197,13.792276850969337,-0.2664328094313231,24.879534466462683,-20.587826804212792,24.486304288086934,27.670953571428555,5.587457142857141,18.698204975209617,0.3013138654869576,19.905936042808776,-0.3222454597452285,-0.28602848224486394,0.01067840280000052,-1.2413635196864037,-1.7980585504847206,-0.8023041256513503,1.7131307989862714,-0.628855742296902,2.4113847672402335,0.2750812324929847,1.5752431001521516,1.1932335359086867,-0.2255209676986526,0.014774971783256974,2.9777007926195247,1.4950979736137422,0.2662329387416459,0.3299303250582344,-0.07998306582533207,3.2023482357623108
10,6.936867051322103,0.11674410000209774,-9.724867046063784,-12.446943651104252,8.349432869533075,12.845593385085598,-1.7921168467387059,5.508903561424579,23.42052611676727,23.0454314372476,10.834663430835096,14.04032546120621,13.938436008201627,-0.2809865032778418,24.817146406305458,-20.633364417633704,24.50134570804903,27.64075630252101,5.592436974789903,18.75345862103306,0.30181292325057996,19.970426404195987,-0.4182075929301833,-0.296333290260254,-0.08292000996013271,-1.2503468144446626,-2.0782276957584678,-0.9019858365234106,1.5436552220887736,-0.6055756302520722,2.2250837935173933,0.10618487394955778,1.4633656190015847,1.108487275214886,-0.15890218305165554,0.010410452273470008,2.7207396815384755,1.2984415677105687,0.12073053394536665,0.302128231085084,-0.28656614788807855,2.9340443825068516
