frame,ball_x,8_x,9_x,11_x,15_x,26_x,19924_x,20000_x,ball_y,8_y,9_y,11_y,15_y,26_y,19924_y,20000_y,11_vx,11_vy,15_vx,15_vy,19924_vx,19924_vy,20000_vx,20000_vy,26_vx,26_vy,8_vx,8_vy,9_vx,9_vy,Time [s]
22,-7.996958113110722,-7.739690104225148,-14.13825947639369,-18.51606303714406,-19.901038377895368,-10.725327778205884,0.9802935653264172,1.2258503401360694,11.454598356659325,11.834331308829327,22.548778060425775,16.104541269448188,-4.814183856422472,-24.183037131166564,23.348161644854898,4.142857142857155,-3.184763675883429,-3.957375396023524,-0.10725396279449388,-0.18297618824338244,-0.8223705320793782,-1.706905077260927,0.0,0.0,3.142504069936781,0.8909266340687341,-0.8277206654616469,-5.848718520651022,-1.9226659247557014,-2.8631075174709,1.1
23,-8.062814804825457,-7.782231319094781,-14.240277353531333,-18.684645755267187,-19.90841901025779,-10.576074321573937,0.9394031201058675,1.2258503401360694,11.152705649590581,11.536520981338278,22.398302406155636,15.895004052053327,-4.820033866964187,-24.13434546046032,23.266713324055768,4.142857142857155,-3.3270721419618456,-4.136906892380442,-0.14718946275055245,-0.09421630376236982,-0.8181045826822102,-1.6340182900724083,0.0,0.0,2.930589930725611,0.9912772003114563,-0.8583049960565172,-5.924051141199509,-2.032581850056369,-2.9912161497046896,1.1500000000000001
24,-8.12779922247773,-7.826488767960772,-14.347596634616638,-18.859229341181724,-19.917785838005578,-10.438778551950364,0.8987185803983732,1.2258503401360694,10.854811521423398,11.235747908035352,22.241878743666252,15.67783619622855,-4.820876285605063,-24.080200166787268,23.18878304576385,4.142857142857155,-3.447089497789811,-4.289519660979006,-0.18691337045755824,0.00593553425468539,-0.8139864724205663,-1.5636574399290832,0.0,0.0,2.6914361905577513,1.1003496596473332,-0.8926296759834427,-5.983306057437564,-2.1386099290086635,-3.110176314089422,1.2000000000000002
25,-8.191911366067547,-7.872649468289676,-14.460022927332096,-19.038699239375145,-19.92912828152624,-10.314802449383023,0.8582325542472075,1.2258503401360694,10.560915972157817,10.932815974136055,22.079964496350083,15.454383638361763,-4.8161415146682724,-24.020165155492766,23.11424451312681,4.142857142857155,-3.5448157433673586,-4.415213701819315,-0.22642568591559245,0.11747932580759261,-0.8100162012946595,-1.4958225268307497,0.0,0.0,2.425042849433184,1.2181440120765377,-0.9306947052421929,-6.026483269364903,-2.2407501616124996,-3.2199880106249568,1.25
26,-8.255151235594951,-7.920900437548116,-14.577361839360334,-19.221940894334903,-19.942435761207374,-10.205507993919774,0.8179376496955535,1.2258503401360694,10.271019001793807,10.628529064855922,21.913017087599606,15.22599231484087,-4.805259956477054,-23.953804331922157,23.042971429292457,4.142857142857155,-3.6202508786942733,-4.513989014901363,-0.2657264091246043,0.24041507089648137,-0.806193769304298,-1.4305135507775695,0.0,0.0,2.131409907351827,1.3446602575990387,-0.9725000838327876,-6.053582776981782,-2.3390025478678913,-3.320651239311464,1.3
27,-8.3175188310599,-7.971428693202704,-14.699418978383923,-19.40783975054849,-19.957697697436505,-10.112257165608405,0.7778264747866619,1.2258503401360694,9.985120610331347,10.323691065410443,21.741493940807246,14.994008162053783,-4.787662013354566,-23.880681601420747,22.974837497408476,4.142857142857155,-3.673394903770903,-4.585845600225081,-0.30481554008468553,0.3747427695213345,-0.8025191764495453,-1.3677305117694925,0.0,0.0,1.8105373643136504,1.479898396214696,-1.0180458117553752,-6.064604580287977,-2.433367087774963,-3.4121660001488365,1.35
28,-8.379014152462375,-8.024421252720003,-14.825999952085441,-19.595281252503398,-19.974903510601195,-10.036411944496809,0.737891637563693,1.2258503401360694,9.70322079777047,10.019105861015213,21.565852479365503,14.759777116388422,-4.762778087624055,-23.800360869333883,22.90971642062267,4.142857142857155,-3.704247818597,-4.630783457790545,-0.3436930787957137,0.5204624216822168,-0.7989924227303159,-1.3074734098065992,0.0,0.0,1.4624252203187644,1.6238584279236488,-1.0673318890098522,-6.059548679283696,-2.5238437813334773,-3.494532293137058,1.4000000000000001
29,-8.439637199802426,-8.080065133566624,-14.956910368147453,-19.783150844687057,-19.99404262108898,-9.979334310632744,0.6981257460699128,1.2258503401360694,9.425319564111183,9.715577336885703,21.386550126666762,14.52464511423271,-4.730038581608704,-23.7124060410069,22.847481902082748,4.142857142857155,-3.712809623172604,-4.648802587597719,-0.3823590252578818,0.6775740273790121,-0.7956135081468664,-1.2497422448887665,0.0,0.0,1.087073475367077,1.7765403527259789,-1.120358315596397,-6.03841507396881,-2.6104326285436326,-3.56775011827612,1.4500000000000002
30,-8.499387973080022,-8.138547353209162,-15.09195583425257,-19.970333971587003,-20.01510444928743,-9.94238624406416,0.6585214083485267,1.2258503401360694,9.151416909353443,9.413909378237486,21.204044306103544,14.28995809197455,-4.68887389763172,-23.616381021785177,22.788007644936446,4.142857142857155,-3.6990803174977507,-4.639902989646615,-0.420813379470916,0.8460775866117408,-0.7923824326990051,-1.194537017016078,0.0,0.0,0.6844821294587331,1.9379441706215257,-1.1771250915146905,-6.00120376434342,-2.693133629405421,-3.6318194755661266,1.5
31,-8.558266472295191,-8.20005492911422,-15.230941958083354,-20.155716077690673,-20.038078415584078,-9.926929724838796,0.6190712324427627,1.2258503401360694,8.881512833497279,9.114905870286059,21.018792441068282,14.05706198600186,-4.6387144380162875,-23.51184971701399,22.73116735233154,4.142857142857155,-3.663059901572468,-4.604084663937157,-0.4590561414350599,1.0259730993803902,-0.7892991963866668,-1.141857726188462,0.0,0.0,0.25465118259348757,2.108069881610298,-1.237632216765019,-5.947914750407336,-2.771946783918746,-3.686740365006966,1.55
32,-8.616272697447894,-8.264774878748415,-15.373674347322368,-20.338182607485557,-20.062953940366498,-9.934326733004546,0.5797678263958042,1.2258503401360694,8.615607336542702,8.81937069824697,20.83125195495344,13.827302732702561,-4.578990605085618,-23.398376032038673,22.67683472741574,4.142857142857155,-3.605487581046389,-4.542219888431043,-0.49707028377248735,1.2168678254042682,-0.7863637992099378,-1.0917043724059896,-0.1342285832082235,-0.012368583797197673,-0.2011146771274298,2.286270177793303,-1.3019832689292246,-5.8788558334658365,-2.846872092083629,-3.7325127865987704,1.6
33,-8.673406648538137,-8.332894219578257,-15.519958609652232,-20.516619005459116,-20.089720444022195,-9.965939248609217,0.5406037982509017,1.2258503401360694,8.353700418489689,8.528107747335724,20.64188027115146,13.602026268464554,-4.509132801162945,-23.275523872204623,22.62488347333683,4.142857142857155,-3.5300593841684567,-4.4586700529359415,-0.5347706695948775,1.4167980632797244,-0.7835762411687744,-1.0440769556686091,-0.26845716641640327,-0.024737167594367376,-0.6762920091999141,2.4693085196752365,-1.370696135917515,-5.795566020044101,-2.917909553900188,-3.769136740341333,1.6500000000000001
34,-8.72966832556595,-8.40459996907046,-15.669600352755484,-20.689910716098854,-20.118367346938776,-10.023129251700684,0.5015717560513284,1.2258503401360694,8.09579207933825,8.241920902767875,20.451134813054807,13.382578529675778,-4.42857142857143,-23.142857142857142,22.575187293242514,4.142857142857155,-3.4412105448368426,-4.358668825221276,-0.5720551346361242,1.6234073713222632,-0.7809365222632623,-0.9989754759763613,-0.40268574962460396,-0.03710575139148125,-1.1630526850181662,2.653301059862006,-1.4443922832219103,-5.699892117972537,-2.9850591693682045,-3.796612226234796,1.7000000000000002
35,-8.785057728531324,-8.480115396845232,-15.82240518431471,-20.857201905869633,-20.148878109921565,-10.10680208149141,0.4626643078402149,1.1788703360131914,7.841882319088401,7.9615063193021705,20.259473004055934,13.170000155437558,-4.336874348732561,-23.000166307106227,22.527619890280572,4.138528138528136,-3.3433762969502916,-4.247449873056367,-0.6088215146303353,1.834339307847495,-0.7784446424933809,-0.9563999333291762,-0.5369143328327406,-0.049474335188638266,-1.65356857597705,2.834363950959196,-1.523693176334656,-5.593680935081527,-3.04832093848784,-3.8149392442791337,1.75
36,-8.83957485743424,-8.559808781137754,-15.978178712012518,-21.018671629146016,-20.181212355447187,-10.216036513852714,0.4238740616608419,1.1318903318903284,7.591971137740079,7.687129229870268,20.067352267547296,12.964110595705131,-4.2341592594608,-22.848148059120568,22.482054967598735,4.134199134199126,-3.2409918744072073,-4.130246864210528,-0.6449676453112219,2.0472374311708554,-0.7761006018590012,-0.9163503277271342,-0.6711429160408985,-0.06184291898580797,-2.140011553471085,3.0086133455725403,-1.609220280747781,-5.478779279201413,-3.107694861259072,-3.824117794474415,1.8
37,-8.893219712274732,-8.644084652336831,-16.13672654353144,-21.174757662279898,-20.215323746410075,-10.349454683820518,0.3851936255563848,1.084910327767458,7.346058535293368,7.418947136947097,19.875230026921365,12.764424003147102,-4.120681317668928,-22.687725650833475,22.43836622834472,4.129870129870136,-3.1384925111059667,-4.012293466453211,-0.6803913624129216,2.2597452996082037,-0.7739044003602527,-0.8788266591702055,-0.8053714992490142,-0.07421150278299041,-2.6145534888947823,3.1721653963077463,-1.7015950619535407,-5.3570339581625825,-3.163180937681918,-3.82414787682055,1.85
38,-8.94599229305273,-8.73334754083135,-16.2978542865541,-21.325897781623276,-20.251165945704695,-10.505678726430764,0.34661560757007936,1.0379303236446102,7.104144511748223,7.157117543007524,19.683563705570585,12.570454530432132,-3.996695680269664,-22.519822334178272,22.396427375666327,4.125541125541131,-3.040313440945143,-3.89882334755369,-0.7149905016692564,2.46950647147487,-0.7718560379971977,-0.8438289276583583,-0.9396000824572146,-0.08658008658016006,-3.069366253642715,3.3211362557706323,-1.8014389854438195,-5.230291779795384,-3.2147791677562654,-3.815029491317553,1.9000000000000001
39,-8.997892599768337,-8.828001977010139,-16.461367548763043,-21.47252976352808,-20.288692616225426,-10.683330776719426,0.30813261574515366,0.9909503195217549,6.86622906710463,6.9017979505264755,19.492810726887395,12.381716330228876,-3.8624575041758185,-22.345361361088283,22.356112112711244,4.121212121212122,-2.9501506921734326,-3.794197897319715,-0.7486799261918465,2.6745572453672954,-0.7699555147696664,-0.8113571331916445,-0.9396000824572361,-0.08658008658007632,-3.497926407210592,3.4522893844658644,-1.9092699391289911,-5.100091750625191,-3.262489551482242,-3.79676263796543,1.9500000000000002
40,-9.048920632421442,-8.928452491261996,-16.627071937840903,-21.615091384346204,-20.327857420866717,-10.88103296972239,0.2697372581248133,0.9439703153989146,6.632312201362634,6.653145861978821,19.30342851426427,12.19772355520593,-3.718221946300074,-22.165265983496912,22.317294142627258,4.116883116883108,-2.8687434704405192,-3.6992893937129234,-0.7814426086031293,2.8745048810047105,-0.7682028306778308,-0.7814112757701053,-0.9396000824572152,-0.08658008658007638,-3.898929261497255,3.5649774744945377,-2.0251915005909646,-4.966741671956992,-3.3063120888597766,-3.7693473167641915,2.0
41,-9.099076391012147,-9.035103613975798,-16.794773061470178,-21.754020420429654,-20.368614022523015,-11.097407440475635,0.23142214275230913,0.8969903112760442,6.4023939145222215,6.41131877983949,19.115874491093663,12.017990358031986,-3.564244163555225,-21.98045945333742,22.27984716856209,4.112554112554099,-2.79609177574657,-3.614097836733246,-0.8132785489030625,3.0693493783870642,-0.7665979857214741,-0.7539913553935357,-0.9396000824570856,-0.08658008658016007,-4.272374816502854,3.6592005258565248,-2.149203669829695,-4.830241543790845,-3.3462467798889244,-3.732783527713842,2.0500000000000003
42,-9.148359875540379,-9.148359875540379,-16.964276527333496,-21.889754648130335,-20.41091608408871,-11.331076324015116,0.19317987767083153,0.8500103071531586,6.176474206583353,6.176474206583353,18.930606080768033,11.842030891375657,-3.400779312854007,-21.791865022543174,22.243644893663497,4.108225108225109,-2.7321956080913887,-3.5386232263807584,-0.8441877470915168,3.2590907375143505,-0.7651409799008563,-0.7290973720622014,-0.939600082457215,-0.0865800865801043,-4.61826307222728,3.734958538551793,-2.2813064468452287,-4.690591366126666,-3.3822936245696424,-3.687071270814399,2.1
43,-9.52791842646883,-9.268625806344591,-17.13538794311344,-22.022731843800198,-20.454717268458282,-11.580661755376752,0.15500307092360116,0.8030303030303032,5.941596005662718,5.9487696446853215,18.74808070667983,11.669359307905609,-3.228082551109152,-21.60040594304748,22.2085610210792,4.1038961038960995,-2.6770549674750495,-3.472865562655381,-0.8741702031686617,3.443728958386742,-0.7638318132157388,-0.7067293257758878,-0.9396000824571717,-0.0865800865801017,-4.936594028670636,3.7922515125804668,-2.421499831637484,-4.547791138964561,-3.4144526229019525,-3.632210546065783,2.15
44,-9.894225556666623,-9.396305936777225,-17.307912916492565,-22.153389783791198,-20.499971238526147,-11.844785869596517,0.1168843305538688,0.756050298907478,5.714918041183208,5.728362596620301,18.56875579222152,11.499489760290466,-3.046409035233455,-21.40700546678369,22.174469253956982,4.09956709956708,-2.6306698538976687,-3.416824845557161,-0.9032259171343983,3.6232640410040395,-0.7626704856662523,-0.686887216534718,-0.9396000824572364,-0.08658008658006362,-5.227367685832888,3.831079447942511,-2.5697838242065827,-4.4018408623044625,-3.4427237748857196,-3.5682013534680617,2.2
45,-10.247281266133747,-9.53180479722718,-17.481657055153473,-22.28216624445526,-20.546631657186726,-12.122070801710311,0.07881626460477975,0.709070294784585,5.496440313144814,5.515410564863191,18.393088760785545,11.331936401198867,-2.856013922139642,-21.212586845685145,22.141243295444557,4.095238095238095,-2.593040267359043,-3.370501075086116,-0.9313548889887151,3.7976959853663477,-0.7616569972523318,-0.6695710443386915,-0.9396000824572582,-0.08658008658004843,-5.490584043714077,3.8514423446379036,-2.7261584245524655,-4.252740536146394,-3.467107080521205,-3.495043693021223,2.25
46,-10.587085554870193,-9.675526918083259,-17.656425966778727,-22.409499002144347,-20.594652187334457,-12.41113868675415,0.040791481119645,0.6620902906617447,5.286162821547536,5.310071051888879,18.22153703576437,11.166213383299493,-2.657152368740458,-21.01807333168512,22.108756848689683,4.090909090909086,-2.564166207859333,-3.33389425124216,-0.9585571187317651,3.9670247914736416,-0.7607913479740418,-0.654780809187798,-0.9396000824571504,-0.08658008658010424,-5.726243102314087,3.8533402026667156,-2.8906236326751906,-4.100490160490332,-3.4876025398081967,-3.412737564725246,2.3000000000000003
47,-10.91363842287597,-9.8278768297343,-17.832025259050905,-22.53582583321039,-20.643986491863757,-12.710611659763902,0.0028025881416249374,0.6151102865388818,5.084085566391368,5.112501560172259,18.054558040550447,11.001834859260924,-2.45007953194866,-20.824388176717033,22.076883616840107,4.086580086580086,-2.544047675398489,-3.3070043740254147,-0.9848326063634056,4.131250459325795,-0.7600735378313607,-0.6425165110819261,-0.9396000824571715,-0.08658008658010424,-5.934344861633056,3.8367730220287237,-3.0631794485746453,-3.945089735336262,-3.5042101527468352,-3.321282968580193,2.35
48,-11.226939870151087,-9.989259062569161,-18.0082605396526,-22.66158451400532,-20.694588233669066,-13.019111855775563,-0.03515780628600709,0.5681302824160037,4.890208547676345,4.922859592188252,17.892609198536235,10.838314981751845,-2.2350505686770026,-20.632454632714154,22.045497303043547,4.082251082251082,-2.5326846699764602,-3.2898314434357943,-1.010181351883586,4.290372988923072,-0.7595035668243532,-0.6327781500212584,-0.9396000824572792,-0.08658008658006364,-6.1148893216708675,3.8017408027242325,-3.24382587225095,-3.786539260684281,-3.51692991933704,-3.2206799045859715,2.4000000000000004
49,-11.526989896695515,-10.160078146976696,-18.184937416266365,-22.787212820881102,-20.74641107564483,-13.335261409825048,-0.07309709412008317,0.5211502782931559,4.704531765402438,4.741302650411736,17.736147933114196,10.6751679034409,-2.012320635838232,-20.443195951609823,22.014471610447767,4.077922077922072,-2.5300771915933793,-3.2823754594732626,-1.0346033552924485,4.444392380265295,-0.7590814349527825,-0.6255657260056525,-0.9396000824571289,-0.08658008658014484,-6.267876482427684,3.748243544753079,-3.4325629037039858,-3.62483873653425,-3.5257618395788,-3.1109283727426513,2.45
50,-11.813788502509293,-10.340738613345717,-18.361861496574832,-22.91314853018967,-20.799408680685474,-13.657682456948322,-0.11102266731737515,0.47417027417029306,4.527055219569636,4.567988237317629,17.58563166767676,10.511907776996713,-1.7821448903451236,-20.257535385337427,21.983680242200524,4.073593073593063,-2.5362252402490317,-3.284636422138049,-1.0580986165898814,4.593308633352404,-0.7588071422169498,-0.6208792390351799,-0.939600082457258,-0.08658008658009154,-6.393306343903224,3.6762812481151323,-3.6293905429337907,-3.459988162886278,-3.530705913472148,-2.9920283730501844,2.5
51,-12.087335687592411,-10.531644992065058,-18.53883838826053,-23.03982941828296,-20.853534711685402,-13.984997132181322,-0.14894191783465488,0.42719027004743015,4.357778910177959,4.403073855380803,17.44151782561643,10.348048755087937,-1.544778489110379,-20.07639618583021,21.95299690144954,4.069264069264058,-2.5511288159435908,-3.296614331429797,-1.0806671357759965,4.737121748184638,-0.7586806886166184,-0.6187186891097999,-0.9396000824572796,-0.08658008658009154,-6.491178906097723,3.585853912810696,-3.8343087899405393,-3.291987539740309,-3.531762141017072,-2.863979905508609,2.5500000000000003
