frame,ball_x,1847_x,1848_x,1849_x,2606_x,9526_x,9940_x,9941_x,9942_x,15027_x,15028_x,15029_x,ball_y,1847_y,1848_y,1849_y,2606_y,9526_y,9940_y,9941_y,9942_y,15027_y,15028_y,15029_y,15027_vx,15027_vy,15028_vx,15028_vy,15029_vx,15029_vy,1847_vx,1847_vy,1848_vx,1848_vy,1849_vx,1849_vy,2606_vx,2606_vy,9526_vx,9526_vy,9940_vx,9940_vy,9941_vx,9941_vy,9942_vx,9942_vy
0,28.059544004187963,9.638455958573527,1.5236015316401132,3.657413794587198,-42.048573046435614,19.3970986802799,27.19510329746437,31.484303968027774,28.895390436150898,41.92535007359669,42.58126898197873,40.00291312408004,5.190687308190024,21.407239198975887,7.883059219105772,-7.742505190841697,-3.0767944344745803,2.8478448807155514,-1.5841102611600542,4.743184385763296,19.409372108591477,22.623177944862153,8.29559899749373,-4.181346700083551,,,,,,,,,,,,,,,,,,,,,,
1,27.571166895341808,9.37891733658654,1.381380084795448,3.5605456720566564,-42.04808602593242,19.171360782392625,26.909569834982356,31.104994056157256,28.523553940970647,41.58491785353108,42.20922257146624,39.77893378998874,5.168969363555128,21.18541300946095,7.7806161152816555,-7.8025144708507534,-3.0769928985570387,2.7339506501907884,-1.5856037725076897,4.759077306461964,19.401677690057014,22.57849604273844,8.230890284922843,-4.200468506793292,,,,,,,,,,,,,,,,,,,,,,
2,27.09100889116653,9.12255880295029,1.238149333234987,3.4666310823898407,-42.04782197867165,18.949039078838098,26.622707786435654,30.722485064281123,28.150992102838817,41.24781653381575,41.841146475210564,39.555675655303666,5.148145580303137,20.965574668727267,7.681340054172985,-7.859341558689483,-3.0771004995655993,2.6177152768932523,-1.5840776334669937,4.775869509594615,19.39517014324891,22.534388603086665,8.167352592006328,-4.219509299564692,,,,,,,,,,,,,,,,,,,,,,
3,26.618873452203516,8.86931198987093,1.0939623982595648,3.375514576488682,-42.04776916921951,18.729979906827715,26.334587077406617,30.336945365031255,27.777743097700323,40.914016285492345,41.47700513815868,39.33313226152263,5.128128480490598,20.7476522435764,7.585064349321012,-7.9131539381562925,-3.0771220197673195,2.4991721826818174,-1.5796907730058003,4.79351366450686,19.38978700123423,22.49085048146683,8.104975432001057,-4.238469803895707,,,,,,,,,,,,,,,,,,,,,,
4,26.154564038994366,8.619108529554513,0.9488724011700156,3.287040705255007,-42.04791586214215,18.514029603572922,26.045277633477546,29.94854333103955,27.40384510149994,40.58348727960254,41.1167630052575,39.11129715014353,5.108830586174104,20.531573800810055,7.491622314267037,-7.964119093049643,-3.0770622414292257,2.378354789415317,-1.572602120091891,4.811962440544265,19.385465797079995,22.44787653343886,8.043748318163832,-4.257350745284259,-6.611773276131011,-0.8596847381612044,-7.206264860145319,-1.2249617464714213,-4.4369605676681285,-0.3776478476893834,-5.006803918085996,-4.324446183261077,-2.8996750897579244,-1.8755081594275171,-1.7756953885965538,-1.0260024498044702,-0.002464441100491805,0.0010042760798954576,-4.325152576639631,-2.415010990975251,-5.783391855287536,0.13541589956591793,-7.761305774559486,0.3670822945713706,-7.4764328862154095,-0.08892276040337979
5,25.697884112080338,8.37188005420704,0.8029324632671364,3.2010540195908215,-42.04825032200579,18.301034506285088,25.754849380230787,29.55744733493784,27.029336290182467,40.2561996871879,40.76038452145401,38.890163862664224,5.090164419410216,20.317267407229874,7.40084726255238,-8.012404507167952,-3.0769259468183843,2.255296518952653,-1.5629706036930844,4.831168507052427,19.382144063853243,22.40546161456271,7.983660763751484,-4.276152849228347,-6.546945006626836,-0.8485041551247006,-7.128991878191652,-1.2021705579738977,-4.422924089672741,-0.37607109879964434,-4.947304218706114,-4.289005199538138,-2.916673906023899,-1.8221684926414532,-1.725951677207577,-0.9724076343039784,-0.006219779920278208,0.002534601535038356,-4.266048457300034,-2.459828534898994,-5.805768041640573,0.18627316926397705,-7.815185016759167,0.38222810398621676,-7.488649188557008,-0.06893334185385973
6,25.248637132003026,8.127558196034645,0.6561957058518146,3.117399070397959,-42.0487608133766,18.09084095217565,25.463372243248767,29.163825749358,26.654254839692708,39.93212367929016,40.407834131695175,38.66972594058244,5.072042502255545,20.104661129637467,7.312572507718332,-8.05817766430969,-3.076717918201823,2.1300307931526543,-1.5509551527771719,4.851084533376907,19.379759334621006,22.363600580398362,7.924702282020838,-4.294876841225864,-6.4827133162899235,-0.8374264608890667,-7.052429997298962,-1.1795891043397788,-4.409016781720335,-0.37450885986900617,-4.889171875204608,-4.255002879782372,-2.9326102962733125,-1.7721625550296236,-1.6793169477803827,-0.9221624947721756,-0.00974041006382923,0.003969281649191763,-4.210017593731956,-2.503977641645472,-5.826745716346611,0.23395185960584922,-7.865696806321399,0.39642730031270595,-7.500101972002102,-0.05019326196363391
7,24.806626559303844,7.886074587243428,0.5087152502248395,3.035920408578404,-42.049435600820786,17.88329527845603,25.170916148113733,28.767846946931954,26.278638925975503,39.611229426950835,40.05907628092787,38.44997692539619,5.054377356766614,19.89368303483451,7.226631363306141,-8.101606048273261,-3.076442937846617,2.0025910338742134,-1.5367146963119829,4.871663188863276,19.378249142450294,22.32228828650573,7.866862386228733,-4.313523446774835,-6.419078205120112,-0.8264516554544241,-6.976579217467205,-1.157217385569209,-4.395238643810769,-0.3729611308973776,-4.832406887581744,-4.222439223993726,-2.947484260506035,-1.7254903465918756,-1.6357912003151185,-0.8752670312092168,-0.013026331531104267,0.00530831642238613,-4.1570599859356605,-2.547458311214787,-5.846324879405712,0.2784519705916612,-7.912841143246102,0.40967988355070367,-7.510791236551008,-0.032702520732763266
8,24.371655854524285,7.6473608600394,0.3605442176870832,2.9564625850340045,-42.05026294890452,17.678243822337613,24.877551020408156,28.369679300291548,25.902526724975694,39.29348710121169,39.71407541409916,38.23091035860328,5.037081505000044,19.684261189622603,7.142857142857147,-8.142857142857146,-3.0761057880197753,1.8730106629761405,-1.5204081632652977,4.89285714285714,19.377551020408163,22.281519588444795,7.810130589631979,-4.332093391373167,-6.356039673117663,-0.8155797388207019,-6.901439538696405,-1.1350554016620633,-4.381589675944224,-0.3714279118850021,-4.777009255837449,-4.1913142321722106,-2.961295798722174,-1.6821518673281712,-1.5953744348114436,-0.8317212436150557,-0.016077544322204824,0.006551705854739456,-4.107175633911056,-2.5902705436067985,-5.864505530817711,0.31977350222135714,-7.956618027533386,0.4219858537003291,-7.520716982203582,-0.016461118161207162
9,23.68017995486381,7.411348646628678,0.21173572953932762,2.8788701506667067,-42.05123112219399,17.475532921031913,24.58334678571434,27.969491182068634,25.52595641263808,38.97886687311428,39.37279597615593,38.01251978170155,4.303857396243875,19.476323660803438,7.0610831599126165,-8.182098431859744,-3.075711250988382,1.741323102317337,-1.5021944826049465,4.914619064704062,19.37760250156164,22.24128934177549,7.754496405487405,-4.350587400518844,-6.293597720282294,-0.8048107109879812,-6.8270109609862955,-1.1131031526183903,-4.3680698781206,-0.3699092028316082,-4.722978979971495,-4.161627904317889,-2.9740449109216867,-1.642147117238726,-1.5580666512697654,-0.7915251319895941,-0.018894048437029395,0.007699449946076643,-4.060364537658124,-2.632414338821629,-5.8812876705825685,0.35791645449493464,-7.997027459183262,0.43334521076152643,-7.529879208959865,-0.0014690542491077232
