frame,ball_x,10_x,20_x,27_x,11684_x,12551_x,12552_x,15025_x,15026_x,15030_x,15031_x,ball_y,10_y,20_y,27_y,11684_y,12551_y,12552_y,15025_y,15026_y,15030_y,15031_y,10_vx,10_vy,11684_vx,11684_vy,12551_vx,12551_vy,12552_vx,12552_vy,15025_vx,15025_vy,15026_vx,15026_vy,15030_vx,15030_vy,15031_vx,15031_vy,20_vx,20_vy,27_vx,27_vy,Time [s]
0,28.059544004187963,22.002059498333306,28.059544004187963,14.951958915931103,31.06603337826119,38.05181139359451,37.83138969873663,41.96712091339462,40.58930392648291,37.44433954728091,43.1232845924335,5.190687308190024,-5.952732019254307,5.190687308190024,20.388617630032034,21.753178529753928,2.660397261811249,8.310938495379958,11.437654135338342,14.898833751044272,-1.2221687552213976,-3.1957560568086922,,,,,,,,,,,,,,,,,,,,,0.0
1,27.571166895341808,21.424830856053404,27.571166895341808,14.669629631552656,30.702178847644287,37.719890703601415,37.60218658892129,41.71783209653203,40.44113260406656,37.31012573601924,42.944652277309835,5.168969363555128,-6.048741714444426,5.168969363555128,20.16870080355327,21.777185293757803,2.6338798755951816,8.323393343362902,11.441793035219625,14.919097876269626,-1.1913126896187736,-3.1531804841049986,,,,,,,,,,,,,,,,,,,,,0.05
2,27.09100889116653,20.868563468967018,27.09100889116653,14.384008453862693,30.340386338152932,37.39020988995564,37.372983479105955,41.47065483257011,40.2929835867865,37.17596397007556,42.76637684436657,5.148145580303137,-6.142003516998674,5.148145580303137,19.95102944508365,21.80411649943879,2.607643843083199,8.335744534718009,11.445666798575393,14.938979026513667,-1.161060546102082,-3.1121883656509706,,,,,,,,,,,,,,,,,,,,,0.1
3,26.618873452203516,20.33268085487746,26.618873452203516,14.095268640403967,29.980637975504926,37.06274980841494,37.1437803692906,41.225570212079894,40.14485667489527,37.04185378337239,42.58845509764388,5.128128480490598,-6.2328250050915806,5.128128480490598,19.73548537209638,21.833885299919878,2.581686759542782,8.347992955399379,11.449277799762578,14.958480631403072,-1.131406916413833,-3.072765521259283,,,,,,,,,,,,,,,,,,,,,0.15000000000000002
4,26.154564038994366,19.816606531587958,26.154564038994366,13.8035834487192,29.62291588541817,36.73749131473698,36.91457725947524,40.98255932563237,39.996751668645295,36.907794709832224,42.41088384118189,5.108830586174104,-6.321513756897691,5.108830586174104,19.521950402064704,21.866404848323988,2.5560062202414264,8.360139491361101,11.452628413138104,14.97760612056456,-1.1023463922965275,-3.034897770742644,-10.344545753657648,-1.786078163103151,-7.155156773020933,0.6469170930011662,-6.505935643250718,-0.5137069753274062,-4.584062196306908,0.24296615739771707,-4.8609741061090554,0.06710724178866707,-2.9621081148988937,0.3826469682979955,-2.681200113902154,0.5814268126456851,-3.551552967632269,0.7579222178252413,-9.294049842526052,-0.3894570040668858,-5.8267735319872,-4.275426701705649,0.2
5,25.697884112080338,19.319764016901885,25.697884112080338,13.50912613635106,29.267202193610483,36.41441526467945,36.68537414965986,40.741603263798574,39.848668368289154,36.77378628337762,42.23365987902084,5.090164419410216,-6.408377350591521,5.090164419410216,19.310306352461783,21.90158829777414,2.5305998204466444,8.37218502855725,11.45572101305897,14.996358923624856,-1.0738735654926956,-2.998570933913731,-9.959909581589738,-1.7495750008574515,-7.114988807439124,0.7001951139214464,-6.462286770841347,-0.5082241851964753,-4.584062196307091,0.24094618208633073,-4.81987761383404,0.0619469726949262,-2.961673997022659,0.3751932462735701,-2.6801871721911086,0.5696728663764212,-3.5446070816138935,0.7271039440707684,-9.141460116621493,-0.37682245301452505,-5.882215945654251,-4.237608293130341,0.25
6,25.248637132003026,18.841576828622483,25.248637132003026,13.212069960842266,28.91347902579973,36.09350251400013,36.456171039844506,40.50268311714955,39.700606574079295,36.639828037931125,42.056780015200914,5.072042502255545,-6.493723364347584,5.072042502255545,19.10043504076084,21.939348801393265,2.505465155425885,8.384130452941916,11.458557973882073,15.014742470210614,-1.0459830277448043,-2.963770830585223,-9.58680305345587,-1.719223402102334,-7.07517832750015,0.7517361973011053,-6.419020783277439,-0.5027894897157812,-4.5840621963070705,0.2389439258565927,-4.779159310138193,0.05683419074002367,-2.9612438740962377,0.36780811678313896,-2.6791835520295133,0.5580270852569602,-3.5377251147920874,0.6965692740623615,-8.992801179888028,-0.3659374608306872,-5.934193208467049,-4.20215353509104,0.30000000000000004
7,24.806626559303844,18.381468484553128,24.806626559303844,12.912588179735582,28.56172850770386,35.77473391845676,36.22696793002921,40.265779976256454,39.5525660862683,36.50591950741516,41.880241053762205,5.054377356766614,-6.57785937634041,5.054377356766614,18.892218284435057,21.979599512304336,2.4805998204466566,8.395976650469159,11.461141669964375,15.03276018994857,-1.0186693707954078,-2.9304832805698577,-9.225226169256107,-1.6950233668378065,-7.03572533320388,0.8015403431399599,-6.376137680559344,-0.4974028888852963,-4.58406219630699,0.23695938870853847,-4.738819195021803,0.051768895923984815,-2.9608177461196914,0.36049157982670715,-2.6781892534176728,0.5464894692871906,-3.530907067166749,0.6663182078001865,-8.848073032325305,-0.3568020275152785,-5.982705320425608,-4.169062427587521,0.35000000000000003
8,24.371655854524285,17.938862502496995,24.371655854524285,12.610854050573668,28.211932765040594,35.45809033380694,35.99776482021381,40.030874931690114,39.40454670510863,36.37206022575235,41.70403979874497,5.037081505000044,-6.661092964744534,5.037081505000044,18.68553790095765,22.02225358363031,2.456001410776415,8.407724507093118,11.46347447566285,15.050415512465376,-0.9919271863870261,-2.8986941036802296,-8.875178928990264,-1.676974895063627,-6.996629824550544,0.8496075514381929,-6.333637462687116,-0.4920643827051218,-4.584062196307131,0.23499257064216295,-4.698857268484479,0.04675108824694668,-2.960395613092876,0.3532436354043052,-2.677204276355078,0.5350600184671952,-3.5241529387377764,0.6363507452842536,-8.707275673933776,-0.34941615306841806,-6.027752281530181,-4.1383349706200985,0.4
9,23.68017995486381,17.513182400257463,23.94352847820572,12.307040830899226,27.86407392352788,35.14355261580854,35.76856171039848,39.797949074021744,39.256548230852815,36.23824972686523,41.52817305418934,4.303857396243875,-6.743731707734491,5.020067469012396,18.480275707801784,22.067224168494178,2.4316675216826757,8.419374908767816,11.465558765334402,15.067711867387766,-0.9657510662621459,-2.868389119729144,-8.53666133265865,-1.66507798678005,-6.957891801539912,0.8959378221956725,-6.291520129660292,-0.48677397117527693,-4.58406219630709,0.23304347165748135,-4.659273530526265,0.0417807677087012,-2.9599774750158545,0.34606428351578084,-2.6762286208420343,0.5237387327969334,-3.517462729505292,0.6066668865144982,-8.570409104712917,-0.34377983748994606,-6.069334091780383,-4.109971164188641,0.45
