Team,Start Frame,End Frame,Start X,Start Y,End X,End Y,From,To
attack,8,54,24.371655854524285,5.037081505000044,6.52820459011507,-13.883677203878737,20,10
attack,112,146,-13.319449849096776,-18.519631616642904,-36.282881627313735,-6.512191870380629,10,27
