Team,Start Frame,End Frame,Start X,Start Y,End X,End Y,From,To
attack,0,22,-3.82176870748299,-26.42857142857143,-1.2251907602812064,-15.509501386116254,10.0,8
attack,42,108,1.9219765757648892,-14.54411303583232,37.69917329922262,-13.07840214667624,8.0,9
attack,108,118,37.69917329922262,-13.07840214667624,38.3921780415568,-11.399255386374698,9.0,11
