Team,Start Frame,End Frame,Start X,Start Y,End X,End Y,From,To
attack,14,42,-2.725015799919513,-23.227410156740138,-22.792201335270114,-29.150386391625105,26,10
attack,118,154,-41.64188307343179,-17.94158707349636,-52.28204030333224,-8.99215623769321,10,9
attack,154,168,-52.28204030333224,-8.99215623769321,-45.764325457855456,-3.4501777256449566,9,10
