Team,Start Frame,End Frame,Start X,Start Y,End X,End Y,From,To
attack,24,60,35.401138337646316,-9.449952500548294,44.667764019650576,-22.66496388926632,7.0,66
attack,60,78,44.667764019650576,-22.66496388926632,44.492413039090046,1.8873239201606293,66.0,9
