frame,ball_x,2512_x,2513_x,2514_x,7812_x,9775_x,9776_x,9777_x,15616_x,15617_x,15618_x,21468_x,ball_y,2512_y,2513_y,2514_y,7812_y,9775_y,9776_y,9777_y,15616_y,15617_y,15618_y,21468_y,15616_vx,15616_vy,15617_vx,15617_vy,15618_vx,15618_vy,21468_vx,21468_vy,2512_vx,2512_vy,2513_vx,2513_vy,2514_vx,2514_vy,7812_vx,7812_vy,9775_vx,9775_vy,9776_vx,9776_vy,9777_vx,9777_vy,Time [s]
0,6.310576626405648,26.896598639455785,23.654347885841155,24.156462585034006,6.310576626405648,12.18639455782313,12.042176870748296,12.330612244897956,8.004081632653065,-4.831292517006804,0.7931972789115651,48.158176303838445,-10.351404769072808,7.714285714285712,-3.440578350932561,-13.714285714285715,-10.351404769072808,-3.571428571428571,4.285714285714285,17.857142857142858,-3.1428571428571366,-2.9999999999999964,-24.28571428571428,-2.79547154399636,,,,,,,,,,,,,,,,,,,,,,,0.0
1,6.45645714740321,26.96931329657357,23.747248273964452,24.240662492381976,6.45645714740321,12.069703002888097,11.886122360903371,12.218155038661564,8.004081632653065,-4.831292517006804,0.7931972789115651,48.158176303838445,-10.340781476961999,7.660353462024143,-3.428207248984555,-13.713564141705048,-10.340781476961999,-3.605385363112082,4.1504330092646535,17.77805178333813,-3.1428571428571366,-2.9999999999999964,-24.28571428571428,-2.79547154399636,,,,,,,,,,,,,,,,,,,,,,,0.05
2,6.590503189435423,27.005257814878927,23.812672473454597,24.29928380029982,6.590503189435423,11.951963343069744,11.73140481193775,12.100323780157797,8.004081632653065,-4.831292517006804,0.7931972789115651,48.158176303838445,-10.340139140699703,7.620240951767022,-3.427831890306434,-13.713002918586763,-10.340139140699703,-3.6380277391846176,4.025119065795997,17.69858176234665,-3.1428571428571366,-2.9999999999999964,-24.28571428571428,-2.79547154399636,,,,,,,,,,,,,,,,,,,,,,,0.1
3,6.713511896341825,27.007090865543773,23.852734037283334,24.334294093359148,6.713511896341825,11.834109493658602,11.578367330997008,11.978127432634423,8.004081632653065,-4.831292517006804,0.7931972789115651,48.158176303838445,-10.348822127216614,7.5928290600544655,-3.43864165818112,-13.712589710356818,-10.348822127216614,-3.6696119359326023,3.909255342414424,17.618972831876548,-3.1428571428571366,-2.9999999999999964,-24.28571428571428,-2.79547154399636,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002
4,6.8262804119619,26.977471119739985,23.869546518422474,24.347660956131442,6.8262804119619,11.71707536994521,11.427353025226685,11.852574959339218,8.004081632653065,-4.831292517006804,0.7931972789115651,48.158176303838445,-10.366174803443409,7.576998663426647,-3.4598259358914576,-13.712312182441195,-10.366174803443409,-3.7003941896424712,3.8023247262259803,17.53946502963588,-3.1428571428571366,-2.9999999999999964,-24.28571428571428,-2.79547154399636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4860480691993273,-0.36137287095086074,0.42079174165416633,-0.39126088552272487,0.3460406383080234,0.006043941273843651,2.287256065981697,-0.32082820176380966,-2.3033258626461515,-0.6258945256538642,-3.006561829583753,-2.1592968395259957,-2.4706909359927813,-1.5805545364898723,0.2
5,6.929605880135163,26.919057248639504,23.865223469843812,24.341351973188296,6.929605880135163,11.60179488722012,11.278705001772373,11.724675323520021,8.004081632653065,-4.831292517006804,0.7931972789115651,48.158176303838445,-10.391541536310804,7.57163063842369,-3.4905741067203797,-13.712158000265827,-10.391541536310804,-3.7306307366005895,3.703810104336761,17.460298393332753,-3.1428571428571366,-2.9999999999999964,-24.28571428571428,-2.79547154399636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0619305751336683,-0.15212543845364934,-0.0019188527022911128,-0.582538747894115,-0.047476276001116244,0.0035770264681492634,2.098395117045312,-0.48110933457560323,-2.268253042880295,-0.614980390619599,-2.959236183263845,-1.990976953541813,-2.5176341864736527,-1.5737312177392937,0.25
6,7.024285444701106,26.834507923414204,23.841878444519097,24.31733472910123,7.024285444701106,11.489201960773894,11.132766367779656,11.59543748842449,8.004081632653065,-4.831292517006804,0.7931972789115651,48.158176303838445,-10.424266692749484,7.575605861585729,-3.5300755539507596,-13.712114829256741,-10.424266692749484,-3.7605778130934473,3.6131943638528075,17.381712960675245,-3.1428571428571366,-2.9999999999999964,-24.28571428571428,-2.79547154399636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5846396576298156,0.034739524846368115,-0.382358387623114,-0.7576042759235234,-0.4016414988792252,0.0013568031431075499,1.9254770448991818,-0.628277806001292,-2.214501917303764,-0.609190981313757,-2.9050483940326948,-1.8329993254361794,-2.5443981719991116,-1.5621071448269064,0.30000000000000004
7,7.111116249499243,26.72648181523602,23.801624995420113,24.277576808441815,7.111116249499243,11.380230505896977,10.989880230393982,11.465870417300483,8.004081632653065,-4.831292517006804,0.7931972789115651,48.158176303838445,-10.463694639690141,7.5878052094529105,-3.577519660865515,-13.71217033483987,-10.463694639690141,-3.7904916554074237,3.529960391880186,17.303948769371402,-3.1428571428571366,-2.9999999999999964,-24.28571428571428,-2.79547154399636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0541753166879215,0.1992220189491637,-0.7205268631082414,-0.9164574696106875,-0.7164550303265166,-0.0006167287014438981,1.7685018495429181,-0.762333616040744,-2.142072485916507,-0.6085262977363484,-2.8439984618902865,-1.685363955209191,-2.5509828925689653,-1.5456823177529242,0.35000000000000003
8,7.190895438369069,26.597637595276787,23.74657667551865,24.224045795781585,7.190895438369069,11.275814437879994,10.850389696761026,11.336983073395785,8.004081632653065,-4.831292517006804,0.7931972789115651,48.158176303838445,-10.50916974406346,7.607109558565366,-3.6320958107474954,-13.712312182441195,-10.50916974406346,-3.8206284998289415,3.453591075525019,17.22724585712938,-3.1428571428571366,-2.9999999999999964,-24.28571428571428,-2.79547154399636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.470537552307975,0.3413220438546155,-1.0164242791577747,-1.0590983289559106,-0.9919168703429089,-0.0023435690654188025,1.6274695309768434,-0.8832767646942331,-2.050964748718452,-0.6129863398874046,-2.7760863868367522,-1.5480708428607937,-2.537388348183401,-1.524456736517245,0.4
9,7.264420155150137,26.450633934708492,23.678847037786507,24.15870927569209,7.264420155150137,11.176887672013427,10.714637874026307,11.209784419958108,8.004081632653065,-4.831292517006804,0.7931972789115651,48.158176303838445,-10.560036372800155,7.632399785463251,-3.6929933868796674,-13.712528037486676,-10.560036372800155,-3.8512445826444326,3.3835693018933344,17.15184426165723,-3.1428571428571366,-2.9999999999999964,-24.28571428571428,-2.79547154399636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8337263644899364,0.4610395995628962,-1.2700506357716428,-1.18552685395886,-1.2280270189284126,-0.0038237179488171628,1.5023800892007695,-0.9911072519614346,-1.9411787057097531,-0.6225711077668981,-2.7013121688720068,-1.4211199883910128,-2.5036145388423634,-1.4984304011198593,0.45
