frame,ball_x,9_x,10_x,11_x,32_x,12327_x,12328_x,15619_x,15620_x,15621_x,15622_x,ball_y,9_y,10_y,11_y,32_y,12327_y,12328_y,15619_y,15620_y,15621_y,15622_y,10_vx,10_vy,11_vx,11_vy,12327_vx,12327_vy,12328_vx,12328_vy,15619_vx,15619_vy,15620_vx,15620_vy,15621_vx,15621_vy,15622_vx,15622_vy,32_vx,32_vy,9_vx,9_vy
0,6.310576626405648,6.041448627913725,22.07906785895895,18.555669958212377,5.373300574101716,12.61904761904762,4.25442176870748,-4.831292517006804,-0.0721088435374061,3.244897959183689,-9.878911564625849,-10.351404769072808,-9.554882217527204,3.5690350383459384,-14.28820977934669,-11.359409214793665,9.000000000000004,21.714285714285722,-16.571428571428577,-1.714285714285718,0.4285714285714295,0.5714285714285743,,,,,,,,,,,,,,,,,,,,
1,6.45645714740321,6.091604683340666,22.082802386083173,18.589447943716497,5.581143052250344,12.299703798336441,3.9680726544608387,-4.831292517006804,-0.0721088435374061,3.244897959183689,-9.878911564625849,-10.340781476961999,-9.570725039591784,3.509070246892822,-14.250968051438308,-11.42936318449056,8.824360398041604,21.46825192358104,-16.571428571428577,-1.714285714285718,0.4285714285714295,0.5714285714285743,,,,,,,,,,,,,,,,,,,,
2,6.590503189435423,6.151466360230473,22.07454626318544,18.60886520777938,5.7857404958902565,11.995173579486364,3.6917494992774422,-4.831292517006804,-0.0721088435374061,3.244897959183689,-9.878911564625849,-10.340139140699703,-9.594691379514515,3.452676019192714,-14.221679515822478,-11.498213163614183,8.65458005888935,21.23069487910665,-16.571428571428577,-1.714285714285718,0.4285714285714295,0.5714285714285743,,,,,,,,,,,,,,,,,,,,
3,6.713511896341825,6.2211668092221,22.055595577970728,18.615420372598685,5.986901793628416,11.705244505305181,3.425290147784747,-4.831292517006804,-0.0721088435374061,3.244897959183689,-9.878911564625849,-10.348822127216614,-9.626367463599887,3.399518075950758,-14.20018071325462,-11.565895858440605,8.490568356021287,21.001474739263628,-16.571428571428577,-1.714285714285718,0.4285714285714295,0.5714285714285743,,,,,,,,,,,,,,,,,,,,
4,6.8262804119619,6.30083918095465,22.02724641814404,18.610612060372063,6.184435834071756,11.429704118600721,3.168532444610256,-4.831292517006804,-0.0721088435374061,3.244897959183689,-9.878911564625849,-10.366174803443409,-9.665339518152402,3.3492621378721075,-14.186308184490045,-11.632347975245837,8.332234662915477,20.78045166245299,-16.571428571428577,-1.714285714285718,0.4285714285714295,0.5714285714285743,-0.5151396883348776,-1.0184899333679236,-0.0362213566264456,0.283988945077281,-5.519306021778304,-3.17029892299395,-5.141640278391914,-4.426055200171146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.943036353144331,-1.3265105871468712,1.5987734602129955,-0.7628901432301456
5,6.929605880135163,6.390616626067191,21.9907948714103,18.595938893297156,6.378151505827216,11.168339962180664,2.9213142343813883,-4.831292517006804,-0.0721088435374061,3.244897959183689,-9.878911564625849,-10.391541536310804,-9.711193769476552,3.3015739256618706,-14.179898470284101,-11.697506220305964,8.179488353049965,20.56748580707577,-16.571428571428577,-1.714285714285718,0.4285714285714295,0.5714285714285743,-0.6771874264752039,-0.9671354159995676,-0.2335184535920019,0.1347326539043182,-5.235781416088788,-3.058551258187754,-4.950850419479524,-4.264910771502457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.866668979386663,-1.3006331522444976,1.8008749278123075,-0.9005340786628528
6,7.024285444701106,6.4906322951986795,21.947537025474535,18.57289949357161,6.567857697501719,10.920939578852938,2.683473361725615,-4.831292517006804,-0.0721088435374061,3.244897959183689,-9.878911564625849,-10.424266692749484,-9.76351644387685,3.256119160025172,-14.180788111392182,-11.761307299897014,8.03223879990283,20.36243733153304,-16.571428571428577,-1.714285714285718,0.4285714285714295,0.5714285714285743,-0.813313410515915,-0.9224664845285244,-0.4008431066045911,-0.011254452375832294,-4.956505954243394,-2.948616123820403,-4.763303668018085,-4.106563174812894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7864793777679235,-1.2734898428630967,2.005639408192373,-1.0299025401855388
7,7.111116249499243,6.601019338988274,21.898768968041743,18.54299248339312,6.753363297702232,10.687290511425214,2.4548476712703096,-4.831292517006804,-0.0721088435374061,3.244897959183689,-9.878911564625849,-10.463694639690141,-9.821893767657755,3.212563561667165,-14.188813648569642,-11.82368792029507,7.890395376952121,20.16516639422582,-16.571428571428577,-1.714285714285718,0.4285714285714295,0.5714285714285743,-0.9235176404568993,-0.8844831389548639,-0.5381953156641929,-0.15397237376312492,-4.68147963624238,-2.8404935198919596,-4.579000024007658,-3.9510124101025212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.702467548287992,-1.245080659002724,2.213066901353523,-1.150995527798031
8,7.190895438369069,6.721910908074974,21.845786786816852,18.507716484959296,6.934477195035676,10.467180302705366,2.235275007643005,-4.831292517006804,-0.0721088435374061,3.244897959183689,-9.878911564625849,-10.50916974406346,-9.885911967123782,3.1705728512929734,-14.203811622571797,-11.884584787776134,7.75386745767589,19.97553315355518,-16.571428571428577,-1.714285714285718,0.4285714285714295,0.5714285714285743,-1.007800116298461,-0.8531853792786694,-0.6455750807708478,-0.29342111025753925,-4.410702462085558,-2.734183446402325,-4.3979394874484,-3.7982584773712347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6146334909467037,-1.2154056006634557,2.4231574072955806,-1.2638130415005628
9,7.264420155150137,6.853440153097804,21.78988656950487,18.468570120467774,7.11100827810903,10.260396495501176,2.0245932154711124,-4.831292517006804,-0.0721088435374061,3.244897959183689,-9.878911564625849,-10.560036372800155,-9.955157268579454,3.1298127496077304,-14.22561857415402,-11.943934608616267,7.622564415552208,19.793397767922137,-16.571428571428577,-1.714285714285718,0.4285714285714295,0.5714285714285743,-1.0661608380402345,-0.8285732054997853,-0.7229824019244341,-0.4296006618591059,-4.144174431772741,-2.6296859033515765,-4.220122058340244,-3.6483013766190346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5229772057443287,-1.184464667845226,2.6359109260185236,-1.3683550812930123
10,7.332487543681847,6.995740224695833,21.732364403810813,18.427052012116217,7.282765435529213,10.066726632620348,1.8226401393820666,-4.831292517006804,-0.0721088435374061,3.244897959183689,-9.878911564625849,-10.615638892830875,-10.029215898329198,3.089948977316556,-14.254071044071713,-12.001674089091559,7.496395624059101,19.618620395727746,-16.571428571428577,-1.714285714285718,0.4285714285714295,0.5714285714285743,-1.098599805682444,-0.8106466176182449,-0.7704172791248912,-0.5625110285676678,-3.881895545304361,-2.52700089073966,-4.045547736683084,-3.5011411078460046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4274986926808486,-1.1522578605479643,2.8513274575227046,-1.4646216471752789
11,7.395894747803795,7.1489442735081035,21.674516377439577,18.384660782102266,7.449557555903103,9.885958256870776,1.629253624003316,-4.831292517006804,-0.0721088435374061,3.244897959183689,-9.878911564625849,-10.67532167108639,-10.1076740826776,3.050647255124573,-14.289005573080184,-12.057739935478047,7.375270456674663,19.451061195373057,-16.571428571428577,-1.714285714285718,0.4285714285714295,0.5714285714285743,-1.105117019225068,-0.7994056156341398,-0.7878797123725737,-0.6921522103834271,-3.623865802679919,-2.426128408566644,-3.8742165224768508,-3.3567776710520185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328197951756095,-1.1187851787716798,3.069407001807594,-1.5526127391475488
