Team,Start Frame,End Frame,Start X,Start Y,End X,End Y,From,To
attack,28,56,-34.34571050088347,27.19777593054745,-17.8108843537415,20.999999999999986,14,66
attack,80,116,-19.25699644148144,20.481179416133102,-43.03161933296138,-2.2984552378860843,66,27
