frame,ball_x,5_x,10_x,11_x,14_x,27_x,66_x,68_x,7621_x,ball_y,5_y,10_y,11_y,14_y,27_y,66_y,68_y,7621_y,10_vx,10_vy,11_vx,11_vy,14_vx,14_vy,27_vx,27_vy,5_vx,5_vy,66_vx,66_vy,68_vx,68_vy,7621_vx,7621_vy
39,24.270052791351425,29.75215637532035,20.794002089500935,31.51025649723265,27.810212483612492,24.74285521418696,23.949576468687468,9.78310906282475,21.629448219339658,-22.872756004640486,15.462051696524172,13.098219285508465,8.649271391802198,-5.876119317819035,9.87916632178499,-24.399551847592978,-0.9453056254952179,30.50324586184897,5.9809466321503,-3.440294524231483,2.254947907753077,-2.2724650306224086,0.04081442214229013,-3.176150393672581,1.3357907952756518,-0.7498092737205855,1.154710143355483,-2.9197440311601683,4.080904758363784,3.350542789153862,2.2097257641523216,-1.0973481012147175,2.5374732879211175,-1.9108918609675785
40,24.381818006072017,29.814852400918056,21.095583780552513,31.627460747412965,27.811935712394163,24.812064674857005,24.155713402722085,9.894310013004578,21.759043636637475,-23.250017108003885,15.316805939273685,12.924230141074387,8.535320100298486,-6.040359638465386,9.840431459770679,-24.232816489616035,-1.0006449771414014,30.405709483294146,6.025280476127751,-3.4753829931221967,2.333964655383991,-2.275687436677626,0.035263185473196144,-3.2998876773119905,1.3973444618252988,-0.7814620767341349,1.2544960841597186,-2.901512653837152,4.130458414300154,3.3170981330651026,2.2240808370178256,-1.1068278663144848,2.585080590481479,-1.9457310027499282
41,24.483864506469047,29.882552112861113,21.39922333018039,31.748362675358248,27.81340134458839,24.884709320789387,24.364521012893714,10.006232358689335,21.89084872517644,-23.594472898031317,15.17255681316866,12.748596570584773,8.421291241216093,-6.211163854903311,9.799930119031076,-24.06819359010537,-1.0564607220455087,30.306556061858867,6.066437647653128,-3.5082715142332472,2.407932295713531,-2.277247457904845,0.03011125372367473,-3.43116559314395,1.4633768994768046,-0.8154180026544514,1.354569811066649,-2.881580030927765,4.183871937040248,3.2748489637394367,2.2383131180124436,-1.1162265424431423,2.629274015304007,-1.9780718603588192
42,24.576192292542558,29.955269900454677,21.70476190476191,31.87270922205919,27.81462934544111,24.96112757343611,24.576192292542558,10.118878344389866,22.024692791069626,-23.906123374722835,15.029389380488396,12.571428571428585,8.307268305352906,-6.388908998742488,9.757488272767194,-23.906123374722835,-1.1127543424317647,30.205910511751803,6.104418146726587,-3.5389600875646985,2.4768629016252985,-2.27715252543501,0.02535862689407103,-3.5699841411684132,1.5315984502914508,-0.8504996384083952,1.454931324076583,-2.859946162432112,4.241145326584371,3.223795281177005,2.2522549250479944,-1.125433396145856,2.670053562389054,-2.0079144337943493
43,24.76643417827362,30.033020153003847,22.0120406706745,32.000248032758144,27.81563968019837,25.04152429086944,24.790920235008763,10.232240433161902,22.160405140430246,-23.367308476731594,14.887388703512267,12.392836140994781,8.193334350024287,-6.573972101592501,9.713000576609279,-23.74704606913029,-1.1695208610727592,30.103897747181637,6.139221973347984,-3.567448713116521,2.5407685460026377,-2.275410070399319,0.021005304984121106,-3.7163433213854837,1.5997194563306032,-0.8855295709225984,1.5555806231891713,-2.8366110483501004,4.302278582932114,3.1639370853776376,2.265738576036067,-1.1343376939681624,2.7074192317364,-2.035258723056248
44,24.95099720174405,30.115817259813795,22.320900794295568,32.13072956970353,27.816452314106062,25.12557007764265,25.008897833632567,10.346271962240522,22.297815079371297,-22.844577605546053,14.746639844519562,12.212929276672385,8.079570698614933,-6.766730195063008,9.666636415904705,-23.591401898989528,-1.2267294629351264,30.00064268235706,6.170849127517386,-3.5937373908887222,2.5996613017292183,-2.2720275239287138,0.017051287993946763,-3.8702431337950056,1.665450259655614,-0.9193303871240028,1.6565177084046208,-2.811574688681704,4.367271706083752,3.0952743763412562,2.2785963888884497,-1.1428287024555321,2.7413710233463964,-2.060104728144825
45,25.129881362953867,30.203675610189656,22.631183442002516,32.26390499939535,27.81708721241029,25.21280197492922,25.23031808175418,10.460916487405685,22.436751914005995,-22.337930761166234,14.607227865789561,12.031817975850359,7.966058241026954,-6.967560310763608,9.618633858430092,-23.43963108996242,-1.2843428735338744,29.896270231486692,6.199299609234753,-3.6178261208813454,2.6535532416883805,-2.2670123171542724,0.013496575923476997,-4.031683578397217,1.7265012023279012,-0.9507246739393181,1.7577425797229385,-2.784837083426947,4.43612469603924,3.0178071540681977,2.290660681516466,-1.1507956881532937,2.7719089372186434,-2.0824524490599057
46,25.30308666190303,30.29660959343656,22.94272978017273,32.39952548833357,27.817564340356935,25.30275702390267,25.45537397271371,10.576117564437373,22.577044950447398,-21.84736794359213,14.469237829601637,11.849612235917682,7.852877867162436,-7.176839480303955,9.56923097196208,-23.292173867710805,-1.3423238183840749,29.790905308779283,6.224573418500165,-3.6397149030943496,2.7024564387638397,-2.26037188120702,0.010341168772711738,-4.200664655191878,1.7805826264087643,-0.9785350182954233,1.8592552371438427,-2.756398232585779,4.508837552798447,2.9315354185581444,2.3017637718318538,-1.1581279176068895,2.799032973353528,-2.1023018858015003
47,25.470613098591606,30.394633598859674,23.2553809751836,32.53734220301819,27.817903663192045,25.39497226573647,25.6842584998514,10.691818749115535,22.718523494808714,-21.3728891528237,14.332754798235088,11.666422054263334,7.740110466923436,-7.394944735293638,9.518665824277278,-23.149470457896594,-1.4006350230008378,29.684672828443457,6.246670555313653,-3.6594037375276645,2.746380953691657,-2.252112408696176,0.0075850665416611705,-4.377186364179119,1.8257864836161273,-1.0017802426311255,1.9610556806677182,-2.7262581361583154,4.585410276361585,2.836459169811362,2.311765924760972,-1.1647331129374185,2.8227431317505025,-2.1196530383697003
48,25.632460673019494,30.497762015764142,23.568978193412555,32.67710630994918,27.818125146161606,25.488984741604153,25.91716465650745,10.807963597220098,22.861016853202965,-20.914494388861023,14.197863833969228,11.482357428276302,7.627836930212097,-7.622253107342337,9.467176483152315,-23.0119610861815,-1.4592392128991616,29.5776977046879,6.265591019675052,-3.6768926241814155,2.785328798619112,-2.2422351381435712,0.005228269230497876,-4.561248705358902,1.8617311642933942,-1.0202641114343838,2.0631439102943405,-2.694416794144522,4.665842866728562,2.7325784078275452,2.320639193289173,-1.170592818569194,2.843039412410104,-2.134505906764384
49,25.788629385186802,30.606009233455023,23.883362601236968,32.81856897562653,27.818248754511558,25.584331492679176,26.154285436022015,10.924495664531015,23.00435433174336,-20.472183651704032,14.064649999083374,11.297528355345563,7.516138146930449,-7.859141628059645,9.415001016363796,-22.880085978227484,-1.5180991135941762,29.470104851721278,6.281334811584406,-3.692181563055533,2.8192999735462356,-2.2307400695492055,0.0032707768388766916,-4.752851678731218,1.888416668440738,-1.0339866247050669,2.1655199260237414,-2.6608742065443067,4.750135323899167,2.619893132606958,2.3283835774163,-1.1757070345021485,2.8599218153321098,-2.146860490985521
50,25.939119235093457,30.719389641237548,24.19837536503428,32.961481366550224,27.81829445348795,25.680549560135084,26.395813831735317,11.041358506828242,23.148365236542922,-20.045956941352742,13.933198355856856,11.112044832860098,7.405095006980625,-8.105987329055193,9.362377491688385,-22.75428535969631,-1.5771774506008558,29.362019183752242,6.293901931041785,-3.7052705541500823,2.848294478473027,-2.217627202913171,0.0017125893671833762,-4.951995284296115,1.9058429960579046,-1.042947782443362,2.2681837278559507,-2.625630373357802,4.838287647873714,2.498403344149368,2.334999077142424,-1.1800757607364873,2.8733903405165195,-2.156716791033283
51,26.083930222739504,30.837917628416815,24.513857651181837,33.10559464922022,27.818282208336736,25.777175985145337,26.641942836987564,11.158495679891733,23.292878873714834,-19.635814257807176,13.803593966568979,10.92601685820889,7.294788400264683,-8.363167241938624,9.30954397690267,-22.634999456249886,-1.6364369494343445,29.253565614989526,6.303292378047178,-3.716159597464937,2.872312313399467,-2.2028965382352963,0.0005537068151539854,-5.158679522053576,1.9140101471453004,-1.0471475846490967,2.371135315790888,-2.5886852945848857,4.930299838652141,2.368109042455149,2.3404856924675084,-1.18369899727188,2.883444987963201,-2.164074806907702
52,26.2230623481249,30.961607584297965,24.82965062605706,33.25065999013653,27.818231984303896,25.87374780888348,26.89286544511889,11.27585073950139,23.437724549372234,-19.241755601067307,13.675921893499053,10.739554428780922,7.185299216684732,-8.631058398319535,9.256738539783319,-22.522668493549983,-1.6958403356096265,29.14486905964176,6.309506152600563,-3.7248486930002684,2.8913534783255783,-2.18654807551572,-0.00020587081726221386,-5.37290439200354,1.9129181217024203,-1.046586031322364,2.474374689828596,-2.550038970225693,5.026171896234344,2.229010227523868,2.3448434233916036,-1.1865767441085766,2.890085757672544,-2.1689345386084744
53,26.356515611249698,31.090473898186143,25.145595456037356,33.39642855579913,27.81816374663545,25.96980207252294,27.14877464946951,11.393367241437222,23.58273156962818,-18.863780971133156,13.550267198926406,10.552767541965153,7.076708346142826,-8.910037829807596,9.204199248106903,-22.417732697258526,-1.7553503346418455,29.036054431917634,6.312543254701928,-3.7313378407559314,2.9054179732513714,-2.1685818147544005,-0.0005661435297302627,-5.594669894146083,1.902566919729703,-1.0412631224630884,2.5779018499692077,-2.509691400280087,5.125903820620364,2.081106899355832,2.348072269914658,-1.188709001246379,2.89331264964402,-2.171295986135918
54,26.48429001211383,31.224530959386485,25.461533307500112,33.542651512708005,27.81809746057735,26.064875817237326,27.40986344337965,11.510988741479164,23.727729240595835,-18.501890368004688,13.426714945130378,10.365766195150606,6.969096678541082,-9.20048256801239,9.152164169650094,-22.320632293037292,-1.814929672045996,28.92724664602576,6.312403684351232,-3.735627040731996,2.9145057981768563,-2.148997755951343,-0.0005271113225851257,-5.823976028481131,1.8829565412269433,-1.0311788580713503,2.6817167962125303,-2.4676425847481696,5.229495611810179,1.9243990579508354,2.3501722320367477,-1.1900957686855964,2.8931256638781875,-2.171159149489746
55,26.606385550717345,31.36379315720415,25.77730534682275,33.68908002736313,27.818053091375564,26.1585060842,27.676324820189468,11.628658795407159,23.872546868388355,-18.156083791681972,13.305350194390236,10.178660385726209,6.862545103781596,-9.502769644543575,9.100871372189488,-22.231807506548147,-1.874541073337163,28.818570616174934,6.309087441548643,-3.737716292928406,2.9186169531019894,-2.127795899106502,-8.877419561364427e-05,-6.060822795008795,1.85408698619421,-1.016333238147052,2.785819528558681,-2.4238925236298816,5.336947269803784,1.7588867033091509,2.3511433097577585,-1.1907370464258389,2.889524800374678,-2.168524028670241
56,26.722802227060242,31.508274880944246,26.092752740382643,33.835465266264514,27.818050604276152,26.250229914584573,27.948351773239143,11.746320959001146,24.01701375911877,-17.826361242164957,13.186258008985343,9.991560111080986,6.757134511766409,-9.817276091010775,9.050558923501715,-22.151698563452943,-1.934147264030409,28.710151256573706,6.302758239757069,-3.7376580595010305,2.9178786597638444,-2.1053306328998715,0.0006211582198899029,-6.3038618644917515,1.8167021531375527,-0.9971087983571736,2.889957479366884,-2.3786116224344354,5.447822202533446,1.5853392262482349,2.351013826420731,-1.1906515385617251,2.8825999981277293,-2.1634564412557356
57,26.833540041142506,31.657990519911934,26.407716654557213,33.981558395912124,27.818109964525046,26.339584349564515,28.22613729586888,11.863918788041104,24.160959218900288,-17.512722719453627,13.069523451194996,9.8045753686039,6.652945792397655,-10.14437893902359,9.001464891363412,-22.08074568941352,-1.9937109696408146,28.60211348143083,6.29423464629204,-3.735714651228702,2.9129270268485055,-2.083373900731171,0.0009641377685401914,-6.546351590743619,1.7745215345881722,-0.975418217035598,2.9928678104333253,-2.332651908708017,5.559937449659443,1.407603580857742,2.349925398739407,-1.1899327655646608,2.872800952108679,-2.15628547513856
58,26.938598992964128,31.812954463412353,26.722038255723863,34.12711058280592,27.81825113736827,26.42610643031331,28.50987438141889,11.981395838306948,24.30421255384597,-17.215168223548012,12.95523158329852,9.617816155683947,6.550059835577407,-10.484455220191704,8.953827343551202,-22.019389110091684,-2.053194915683388,28.49458220495494,6.284498941931824,-3.732200841046017,2.9045253847787316,-2.0640520346800724,0.00017390666386064022,-6.780201998340828,1.732008521582985,-0.9535567081834168,3.0930351159133798,-2.2870358155058814,5.670673458774482,1.2302961120446452,2.3480479667706278,-1.188692952000353,2.8606672962828426,-2.147406035789326
59,27.03797908252514,31.973092702076375,27.035616009972035,34.27191752105388,27.818449389680858,26.509593562481623,28.799603216005597,12.098705578748646,24.44663454871694,-16.933697754448108,12.843407825647,9.43137410795556,6.448433495169777,-10.837410050891648,8.907750460358308,-21.9677997643631,-2.1125683741062304,28.387659305202252,6.274533407454883,-3.727431401887726,2.893437063977524,-2.049491366826303,-0.0025157928808080734,-6.997323111859917,1.6936265051595099,-0.9338194858014196,3.188943989962475,-2.2427857758832808,5.777410677471224,1.0580331647162509,2.3455514705712837,-1.1870443224348282,2.846738664615376,-2.137213028679281
60,27.131680309825505,32.137977631837806,27.348577582239567,34.41595301519611,27.818501194854438,26.590884609628798,29.094752756850312,12.215841130996013,24.588211902866217,-16.668311312153907,12.7338390308786,9.245267414035109,6.347527480886917,-11.20126088656786,8.862802872144444,-21.925071443958316,-2.1718268025894765,28.28135451561914,6.265320323639754,-3.7217211066884093,2.8804253948678946,-2.041818229249433,-0.007871218652155652,-7.189624955877104,1.6638388763546272,-0.9185017638905786,3.2790790267360634,-2.200924222895689,5.87752955334232,0.8954310837795989,2.3426058501982228,-1.1850991014336918,2.8315546910720806,-2.126101359278718
61,27.219702674865257,32.30709324995617,27.66110793717625,34.55923539738056,27.8181583279097,26.67107879979137,29.39459915395072,12.332805529848883,24.72896279429483,-16.419008896665442,12.62625240970332,9.0594959007845,6.246678466403057,-11.57355326743168,8.818419321785898,-21.890028653821666,-2.2309722052461196,28.175654533499497,6.25784197126481,-3.7153847283827335,2.8662537078729136,-2.043158954029262,-0.016658628436618177,-7.349017554968977,1.6471090262055954,-0.9098987564518013,3.3619248203896333,-2.1624735895983647,5.968410533980403,0.7471062141419689,2.3393810457080164,-1.1829695135627385,2.8156550096179584,-2.114465933058744
62,27.30204617764436,32.479923553691016,27.97339203943196,34.70178299975527,27.81717256386728,26.751275361005828,29.698418557304397,12.449601810107108,24.868905401003737,-16.18579050798265,12.520375172831088,8.874059395065505,6.1452231253923895,-11.951832733694546,8.77403455215899,-21.86149589889746,-2.290006586189353,28.070546056137186,6.253080631108499,-3.708737039905486,2.851685333415356,-2.055639873245433,-0.029644280020814304,-7.467410933711758,1.6479003457497163,-0.9103056774860119,3.4359659650785326,-2.1284563090465696,6.047434066978015,0.6176749007104432,2.336046997157692,-1.1807677833880639,2.799579254218586,-2.102701655490033
63,27.378710818162865,32.65595254030187,28.285614853656558,34.84361415446828,27.815295677747898,26.832573521308692,30.005487116908956,12.566233006570524,25.008057900993997,-15.9686561461056,12.415934530971851,8.688957723740042,6.042498131529107,-12.333644825567763,8.729083306140012,-21.838297684130083,-2.348931949532201,27.966015780826154,6.251854870486214,-3.7020403520353584,2.8373563801814523,-2.0810329302976696,-0.04746672156011905,-7.538063445919249,1.6699323275178959,-0.9216352053271845,3.4999396225989026,-2.099724408786534,6.112417191995678,0.5109840975743956,2.3327453212610996,-1.1785874313809517,2.7837771198449994,-2.0911376144648126
64,27.449696596420733,32.834664207048306,28.597961344499897,34.984747193667644,27.81227944457223,26.916072508736473,30.315080982762023,12.68270215403891,25.146438472266574,-15.767605811034235,12.312657694835568,8.504190713669942,5.937840158487413,-12.716535083262732,8.683000326605281,-21.81925851446383,-2.4077502993877733,27.86205040486027,6.254328402860987,-3.6953471269281444,2.823394069907882,-2.1196925138658753,-0.07025366268578641,-7.559626762354181,1.7139488700162222,-0.9442698756423237,3.5535932253101308,-2.07644829432726,6.162923316965661,0.427803195551683,2.3295043413611585,-1.1764471616356085,2.7683385454916007,-2.079839627561779
65,27.515003512417945,33.01554255118984,28.910616476611835,35.12520044950129,27.807875639360986,27.00287155132571,30.626476304861193,12.79901228731214,25.284065292822476,-15.582639502768583,12.210271875132221,8.319758191717028,5.8305858799415065,-13.098049046990816,8.635220356431098,-21.80320289484303,-2.46646363986921,27.75863662553343,6.260501228232867,-3.6886573645839977,2.8097984025947844,-2.171618623950143,-0.09800510339779567,-7.532100883016586,1.7799499732448856,-0.9782096884313007,3.59692677321204,-2.0586279656690203,6.198952441887774,0.36813219464230573,2.326324057457824,-1.1743469741522712,2.753263531158194,-2.0688076947807787
66,27.574631566154554,33.19807156998599,29.22376521464221,35.26499225411739,27.801836037134816,27.094069877112887,30.938949233204085,12.915166441190031,25.42095654066269,-15.413757221308641,12.108504282571714,8.135659984743185,5.720071969565592,-13.475732256963386,8.585178138493793,-21.78895533021206,-2.5250739750895637,27.655761140139568,6.270373346601849,-3.681971065002717,2.796569378242443,-2.236811260550377,-0.13072104369603568,-7.45548580790628,1.8679356372037752,-1.0234546436941319,3.629940266304864,-2.046263422811662,6.220504566762037,0.3319710948461715,2.3232044695509906,-1.1722868689307457,2.7385520768450324,-2.0580418161216882
67,27.628580757630548,33.38173526069635,29.537592523240914,35.40414093966387,27.793912412914413,27.190766714134476,31.251775917788294,13.031167650472419,25.557130393788277,-15.260958966654409,12.00708212786406,7.951895919610258,5.605635101033861,-13.847130253391825,8.53230841566963,-21.775340325515227,-2.5835833091619396,27.553410645972516,6.283944757967964,-3.6752882281844923,2.7837069968504964,-2.315270423666626,-0.16840148358061788,-7.329781537023455,1.9779058618928929,-1.080004741430848,3.652633704588404,-2.0393546657551926,6.227579691588561,0.31931989616345374,2.320145577640767,-1.1702668459711962,2.724204182551804,-2.047541991584796
68,27.676851086845883,33.56601762058038,29.852283367057755,35.54266483828874,27.78385654172047,27.29406129042708,31.56423250861144,13.147018949959122,25.6926050302002,-15.124244738805888,11.905732621719162,7.7684658231801,5.4866119480205064,-14.209788576487487,8.476045930834943,-21.76118238569686,-2.6419936461994147,27.451571840326224,6.301088630551944,-3.6684185946539483,2.7713286007487166,-2.4064810855987107,-0.2106253273755648,-7.156717150852438,2.1089503512593653,-1.1473960669858176,3.6652597978598007,-2.037728344755725,6.220725750289952,0.32929785687067725,2.3171473817271853,-1.1682869052735811,2.710219848278713,-2.0373082211699103
69,27.719442553800587,33.75040264689772,30.16802271074261,35.68058228214012,27.77142019857367,27.40505283402715,31.87559515567111,13.262723374449955,25.8273986278995,-15.003614537763077,11.804182974847006,7.585369522314553,5.362339184199757,-14.561252766461745,8.415825426866045,-21.7453060157013,-2.7003069903151142,27.350231420494595,6.321170805457854,-3.6604108670345816,2.7600209015860893,-2.5078681078459852,-0.2552870967011347,-6.944938051815377,2.2565176250384305,-1.2233090470812613,3.669082095104718,-2.0405177110940538,6.202682412479153,0.3575012683509929,2.3142098818101475,-1.1663470468377617,2.696599074025748,-2.027340504877049
70,27.75635515849468,33.93437433690781,30.484995518945343,35.81791160336595,27.75635515849468,27.524840572971204,32.18514000896495,13.378283958744792,25.961529364887127,-14.89906836352597,11.702160397957535,7.402606843875471,5.2321534832457885,-14.89906836352597,8.351081646639216,-21.726535720472874,-2.7585253456221195,27.249376083771477,6.343430292010733,-3.650123488474647,2.7504879533404583,-2.616341324207448,-0.2998602175016375,-6.704818722818598,2.415145906912608,-1.3049601937836532,3.665616855106036,-2.046682666306734,6.176737281692001,0.3986456802646437,2.3113330778897576,-1.1644472706639326,2.683341859792836,-2.0176388427063627
71,28.50529670872889,34.117505136299236,30.803342365193078,35.954712203929695,27.738560579990782,27.65420513167725,32.49233499536351,13.493703737643425,26.095015419164124,-15.228933382287565,11.599452774171064,7.22024420554106,5.095571778527864,-15.221386086061086,8.281411703160245,-21.704004264559092,-2.816650716233527,27.1489925274508,6.367106099535227,-3.636414902122452,2.7434338099905418,-2.7288105684823822,-0.3418181157213747,-6.446733646768547,2.5793734205645276,-1.3895660191595733,3.6563803366462757,-2.0551831119308153,6.146177961464229,0.44744664227137715,2.3085169699659036,-1.1625875767518612,2.670448205580098,-2.0082032346575973
72,29.237829523903176,34.29972128447649,31.123026258522085,36.091207765056424,27.71852515551559,27.792652720089162,32.7974151492289,13.608985745945692,26.227874968731488,-15.551571311436229,11.496090676249302,7.038614388254924,4.9528320421954115,-15.5287773651262,8.207062189952657,-21.67807745092018,-2.874685106262427,27.049067448826463,6.3914372373564845,-3.6181435511263067,2.7395625255147573,-2.8421856744697727,-0.378634217304586,-6.181057306571911,2.7437383896763,-1.4743430352755396,3.642888798508611,-2.0649789495029753,6.114292055331303,0.4986197040310921,2.30576155803865,-1.160767965101905,2.657918111387273,-1.9990336807309683
73,29.953953604017588,34.481037469273105,31.443965816845967,36.22766303778655,27.696884961009243,27.9393709445323,33.100807281796286,13.724133018451447,26.360126191590183,-15.866982150971953,11.392165349364356,6.858116763777058,4.804352506092985,-15.822418809949896,8.128442070669514,-21.649429342119436,-2.9326305198219402,26.94958754519234,6.415662714799238,-3.5941678786343028,2.739578153891081,-2.9533764759687884,-0.4077819481956622,-5.9181641851349545,2.9027790379305722,-1.5565077541981807,3.6266584994752837,-2.075030080559986,6.084367166829359,0.5468804152037366,2.3030668421080227,-1.1589884357137703,2.645751577214525,-1.9901301809263767
74,30.653668949072088,34.66146837852255,31.766079658078244,36.36434277316056,27.67427607241193,28.09354741133206,33.402938204300774,13.839148589960486,26.491787265741312,-16.17516590089475,11.287768038688274,6.679150703867399,4.650551402065027,-16.103487029760817,8.04596030896378,-21.618734000720245,-2.990488961025091,26.850539513842357,6.439021541188307,-3.5633463277947883,2.7441847490983653,-3.0592928067785676,-0.42673473433889536,-5.668428765364256,3.0510335890097293,-1.633276687993916,3.6092056983295393,-2.084296406638697,6.059690899493768,0.5869443254492421,2.3004328221740007,-1.1572489885874755,2.6339486030619743,-1.981492735243871
75,31.336975559066673,34.841028700058395,32.08928640013252,36.5015117222189,27.651334565663866,28.254369726813785,33.70423472797739,13.954035495272649,26.622876369185743,-16.476122561204633,11.182989989393121,6.502115580285894,4.491846961956087,-16.373158633787654,7.960025868488504,-21.586665489285977,-3.048262433985081,26.751910052070386,6.460879557627894,-3.5247276012312376,2.7539690227849323,-3.157359528398382,-0.4333870973544812,-5.440496449681774,3.1839505626491555,-1.7023302633849946,3.591793944056697,-2.091911179019716,6.043002922937655,0.6144077261508887,2.297859498236555,-1.1555496237231284,2.622509188929445,-1.973121343683428
76,32.00387343400136,35.01973312171407,32.41350466092234,36.639434636002,27.628696516705187,28.42102549730285,34.00512366406139,14.068796769187763,26.753411679924582,-16.769852131901583,11.07792244665101,6.327410764792547,4.328657417610681,-16.63261023125898,7.871047712896681,-21.55389787037999,-3.105952942814934,26.653685857170363,6.481109932338841,-3.4781214394683593,2.769048317280586,-3.2470616131280297,-0.427317941566585,-5.236096318571898,3.300619662795887,-1.7632045657157005,3.5746759464540534,-2.0977010479593003,6.03485117108373,0.6283898755854773,2.295346870295737,-1.1538903411207189,2.611433334816999,-1.9650160062449973
77,32.65436257387614,35.19759633132315,32.73865305836125,36.77837626555038,27.606998001476068,28.59270232912461,34.30603182378777,14.183435446505692,26.88341137595882,-17.0563546129856,10.97265665563399,6.155435629147295,4.16140100087329,-16.88301843140346,7.779434805841345,-21.52110520656564,-3.163562491627736,26.55585362643612,6.499712665321062,-3.423527842506327,2.7894226325853695,-3.328399060967633,-0.40852726697504477,-5.055228372034801,3.401040889449977,-1.8158995949862262,3.5578517055214918,-2.101666013457294,6.035235643931882,0.6288907737527545,2.2928949383513517,-1.1522711407800388,2.6007210407247507,-1.9571767229286117
78,33.28844297869101,35.37463301671908,33.06465021036284,36.91860136190442,27.586875095916714,28.768587828604456,34.607386018391686,14.29795456202622,27.01289363528943,-17.33563000445669,10.867283861514164,5.986589545110126,3.9904959435884297,-17.125559843449707,7.685596110975497,-21.48896156040628,-3.221093084536622,26.4584000571616,6.516687756574552,-3.360946810344953,2.8150919686992157,-3.4013718719170187,-0.3770150735800015,-4.897892610070414,3.4852142426113866,-1.860415351196389,3.5413212212591443,-2.103806075513831,6.044156341482195,0.6159104206527393,2.290503702403682,-1.1506920227015802,2.590372306652348,-1.9496034937343374
79,33.90611464844598,35.55085786573541,33.39141473484068,37.06037467610463,27.568963875967285,28.947869602067723,34.9096130591082,14.4123571505492,27.141876635917438,-17.607678306314863,10.761895309463547,5.821271884440998,3.816360477600601,-17.361411076626364,7.589940591952161,-21.458140994465264,-3.2785467256546785,26.361311846640714,6.532035206099301,-3.290378342984224,2.8460563256221607,-3.4659800459762247,-0.33278136138146575,-4.764089032678509,3.5531397222801324,-1.8967518343462582,3.525084493666764,-2.104121234128723,6.061613263734843,0.5894488162856545,2.2881731624526593,-1.149152986884682,2.580387132600306,-1.9422963186621314
80,34.50737758314107,35.726285566205625,33.71886524970834,37.20396095919143,27.553900417567977,29.12973525583979,35.21313975717244,14.526646246874419,27.270378555843845,-17.872499518560083,10.656582244654304,5.659882018899845,3.6394128347543147,-17.591748740162075,7.492877212424336,-21.429317571305972,-3.3359254190949534,26.264575692167327,6.545755013895362,-3.2118224404242586,2.882315703354285,-3.5222235831454123,-0.27582613037930676,-4.653817639859412,3.6048173284562055,-1.9249090444359032,3.5091415227446774,-2.1026114893021686,6.087606410689464,0.5495059606513815,2.285903318498151,-1.1476540333298333,2.5707655185683054,-1.9352551977119445
81,35.09223178277622,35.90093080596325,34.046920372879335,37.34962496220528,27.54232079665893,29.313372396246045,35.51839292381954,14.640824885801774,27.398417573069633,-18.13009364119237,10.551435912258434,5.502819320246666,3.4600712468940715,-17.81774944328546,7.394814936045044,-21.403165353491787,-3.393231168970644,26.16817829103534,6.557847179962793,-3.1252791026649556,2.92387010189537,-3.570102483424492,-0.20614938057357365,-4.567078431612958,3.640247061139639,-1.9448869814652572,3.493492308492643,-2.0992768410341,6.122135782346242,0.4960818537498972,2.2836941705402474,-1.1461951620368762,2.561507464556252,-1.928480130883798
82,35.66067724735149,36.074808272841764,34.37549872226728,37.49763143618666,27.534861089180353,29.497968629611833,35.82579937028459,14.754896102131081,27.52601186559585,-18.380460674211736,10.446547557448067,5.350483160241414,3.2787539458644064,-18.040589795225134,7.296162726467313,-21.380358403585998,-3.4504659793947203,26.07210634053864,6.568311704301548,-3.0307483297064306,2.970719521245666,-3.6096167468133373,-0.12375111196431841,-4.503871407939199,3.6594289203303614,-1.9566856454342705,3.478136850910731,-2.0941172893244873,6.1652013787051185,0.42917649558120313,2.2815457185789025,-1.1447763730058036,2.5526129705643053,-1.9219711181777064
83,36.21271397686682,36.247932654674706,34.70451891578572,37.648245132176,27.53215737107243,29.682711562262522,36.1357859078027,14.868862930662116,27.65317961142349,-18.623600617618163,10.342008425395251,5.203272910644056,3.095879163509786,-18.261446405209774,7.197329547344115,-21.361570784152008,-3.5076318544803757,25.97634653797118,6.577148586911552,-2.9282301215486304,3.022863961404944,-3.6407663733121187,-0.028631324551519573,-4.464196568838073,3.6623629060285046,-1.960305036343051,3.4630751499990127,-2.0871328341732993,6.216803199766277,0.34878988614520634,2.279457962614167,-1.1433976662366885,2.5440820365925303,-1.9157281595936348
84,36.74834197132228,36.42031863929557,35.03389957134823,37.80173080121376,27.534845718275317,29.866788800523484,36.448779347608955,14.982728406194779,27.779938988553507,-18.859513471411667,10.237909761272055,5.06158794321456,2.911865131674717,-18.481495882467996,7.098724362328505,-21.347476557753176,-3.564730798340643,25.880885580626792,6.584151465467939,-2.8180839875709407,3.0802910896510887,-3.663634846289807,0.07884909724497496,-4.4471143649300595,3.6495792755686085,-1.956000074115257,3.448381787828585,-2.0784240492643358,6.2765946724695,0.2554094410857743,2.2774309026462105,-1.142059041729522,2.5359146626407694,-1.9097512551317026
