frame,ball_x,4_x,9_x,10_x,11_x,4283_x,4284_x,4285_x,4292_x,4391_x,8508_x,ball_y,4_y,9_y,10_y,11_y,4283_y,4284_y,4285_y,4292_y,4391_y,8508_y,10_vx,10_vy,11_vx,11_vy,4_vx,4_vy,4283_vx,4283_vy,4284_vx,4284_vy,4285_vx,4285_vy,4292_vx,4292_vy,4391_vx,4391_vy,8508_vx,8508_vy,9_vx,9_vy
0,-18.53197278911565,-18.53197278911565,8.13745749208007,17.234013605442172,17.404415275576284,6.706122448979619,0.6489795918367378,-2.379591836734665,-9.446258503401337,-17.955102040816318,-6.561904761904762,13.142857142857146,13.142857142857146,8.720752943300973,27.42857142857143,-24.36536424436139,-10.999999999999988,-30.571428571428566,6.285714285714297,23.42857142857143,-12.999999999999991,31.42857142857144,,,,,,,,,,,,,,,,,,,,
1,-18.143824404761894,-18.787490897606713,8.162816531968588,17.23821366478701,17.415272875213077,6.703097814473309,0.5095302340095696,-2.373148108223797,-9.303169952071023,-17.948469659604488,-6.2340242369907095,13.06891741071428,13.181202164535723,8.717796430750617,27.366897071401045,-24.35878483613514,-11.003047530303782,-30.51749613542702,6.290409152022753,23.44145052092737,-12.991874770062921,31.428818276107638,,,,,,,,,,,,,,,,,,,,
2,-17.776181972789104,-18.928182715082315,8.186754053604844,17.240733700393896,17.427300130165754,6.701283033769543,0.37663183379246035,-2.3692818711172734,-9.21008416892074,-17.944490230877367,-5.960488194464292,12.998883928571434,13.199744891828596,8.715658741588308,27.28971388567021,-24.35124973816836,-11.004876048486082,-30.466381149589207,6.293226071807821,23.449838403190363,-12.986999632100696,31.42721077818283,,,,,,,,,,,,,,,,,,,,
3,-17.42904549319728,-18.964657536760388,8.209127016036689,17.241813715653997,17.440468871828553,6.700505270610782,0.25019069624879464,-2.3676249123573325,-9.16244099147908,-17.94278476142288,-5.736581062539109,12.932756696428566,13.200357591280643,8.714237336823347,27.198280785663115,-24.34275439010206,-11.00565969913565,-30.418001971527353,6.294433323144293,23.454140810070314,-12.984910287259735,31.424083508213908,,,,,,,,,,,,,,,,,,,,
4,-17.10241496598637,-18.907524657858886,8.229792378311888,17.241693713958444,17.454750931595676,6.70059168873953,0.13011312644190454,-2.3678090188862058,-9.155680257274668,-17.942974258028933,-5.557587269428793,12.870535714285717,13.184912529436762,8.713429677465086,27.09385668566391,-24.333294231577273,-11.005572626841236,-30.372276958853718,6.294299184106902,23.45476347627714,-12.9851424366865,31.419771039617814,0.007200101734058862,-2.038125428618664,0.28451445111118434,0.18938558485388055,0.7182857693117075,-0.2340105750815877,-0.005185087725089027,-0.005224337663664511,-2.405299193601873,0.9177659489837402,0.011046391732882908,0.008048342243066133,0.31762118294439384,0.0286827125330242,0.011369796363191707,0.01392896560636206,3.7684987336630416,-0.07286643524547488,0.40758560741656824,-0.02025474679180255
5,-16.79629039115646,-18.7673933735958,8.248607099478285,17.24061369869833,17.47011814086133,6.701369451898276,0.016305429435242616,-2.369465977646154,-9.185241803836057,-17.944679727483404,-5.418791243346893,12.812220982142858,13.155281972841866,8.713133224522872,26.9777004999567,-24.322864702235083,-11.004788976191678,-30.32912446918047,6.293091932770448,23.45211213652074,-12.987231781527479,31.414607945811447,-0.012000169556683558,-2.272767142778471,0.30621744108214793,0.20877300120245323,2.3782538765439853,-0.5177204701020496,0.008641812875104394,0.008707229439386715,-2.2799017375977835,0.8663154889751873,-0.018410652888280716,-0.013413903738445247,-0.40882443237237,-0.036797406731251064,-0.01894966060522815,-0.023214942677342823,2.9645433930946394,-0.08987893945101988,0.37057278524039405,-0.010030618471148499
6,-16.510671768707486,-18.554872979189028,8.265428138583648,17.238813673264843,17.486542331019756,6.702665723829532,-0.09132608970785155,-2.3722275755793936,-9.246565468691909,-17.947522176574218,-5.315477412507015,12.757812499999998,13.113338188040833,8.71324543900601,26.851071142825663,-24.311461241716508,-11.003482891775782,-30.28846286011992,6.291079847209678,23.44659252551105,-12.990714022929064,31.408928800211704,-0.026400373024598266,-2.482230571255367,0.32735705893754485,0.2282516247303233,3.8260360794172295,-0.7639850342246085,0.019011988325193636,0.019155904766766492,-2.1563781803259765,0.8164978767219617,-0.040503436354108704,-0.02951058822460289,-1.044066798261239,-0.09416283179725887,-0.041689253331631856,-0.05107287389011768,2.2548994882544626,-0.1001999753182657,0.3306991440205158,-0.0018572699638598669
7,-16.24555909863944,-18.28057276985655,8.28011245467587,17.236533641049093,17.5039953334652,6.704307668275838,-0.19287512592391792,-2.375725599628156,-9.335091089370799,-17.9511226120892,-5.242930205122697,12.707310267857146,13.06095344157859,8.713663781923842,26.715227528554898,-24.299079289662533,-11.00182851818227,-30.250210489284257,6.28853120549937,23.43861037795799,-12.995124862037764,31.403068176235525,-0.03600050866988827,-2.666515714049566,0.3479333046774461,0.24782145543743997,5.061632377931297,-0.9728042674491226,0.0259254386252802,0.02612168831841899,-2.03472852178641,0.7683131122240029,-0.05523195866471019,-0.04024171121538903,-1.5881059147222691,-0.1434135626649789,-0.0568489818158773,-0.06964482803194727,1.6395670191425082,-0.10382954284729351,0.28796468375699447,0.004265298730078574
8,-16.000952380952388,-17.955102040816318,8.292517006802726,17.234013605442172,17.52244897959183,6.706122448979595,-0.28843537414965453,-2.3795918367346953,-9.446258503401353,-17.955102040816318,-5.196434049407586,12.660714285714283,13.000000000000005,8.714285714285715,26.57142857142858,-24.28571428571428,-10.999999999999996,-30.214285714285705,6.285714285714297,23.42857142857143,-12.999999999999991,31.39736064729978,-0.04080057649259418,-2.825622571160936,0.3679461783016993,0.2674824933237118,6.085042772086219,-1.1441781697756526,0.029382163775366617,0.02960458009411074,-1.9149527619790618,0.7217611954814627,-0.0625962198200217,-0.04560727271078591,-2.040941781755383,-0.1845495993344619,-0.06442884605805585,-0.07893080510290774,1.118545985758888,-0.10076764203812363,0.24236940444972835,0.008337087610722651
9,-15.77685161564626,-17.589070087286284,8.302498754012024,17.231493569835287,17.541875100793895,6.707937229683361,-0.37810052932163146,-2.3834580738412114,-9.575507548312174,-17.959081469543438,-5.17127337357523,12.618024553571429,12.932350129849983,8.715008697100957,26.42093318573083,-24.271361669512746,-10.998171481817714,-30.18060689273652,6.28289736592921,23.416881412061322,-13.004875137962237,31.392140786821436,-0.04080057649260432,-2.9595511425894765,0.3873956798104366,0.2872347383894536,6.896267261882207,-1.2781067412042948,0.029382163775409753,0.02960458009408536,-1.7970509009039748,0.6768421264941384,-0.06259621982008769,-0.045607272710798584,-2.40257439936074,-0.21757094180559625,-0.06442884605802539,-0.07893080510288236,0.6918363881034748,-0.09101427289073576,0.1939133060988597,0.010358096677930256
