frame,ball_x,702_x,703_x,704_x,705_x,11936_x,32254_x,32255_x,42397_x,42398_x,42399_x,52297_x,ball_y,702_y,703_y,704_y,705_y,11936_y,32254_y,32255_y,42397_y,42398_y,42399_y,52297_y,11936_vx,11936_vy,32254_vx,32254_vy,32255_vx,32255_vy,42397_vx,42397_vy,42398_vx,42398_vy,42399_vx,42399_vy,52297_vx,52297_vy,702_vx,702_vy,703_vx,703_vy,704_vx,704_vy,705_vx,705_vy
0,34.393640671437836,11.897959183673468,1.8027210884353784,2.52380952380953,3.100680272108854,16.512925170068023,18.53197278911565,22.42585034013603,28.19455782312924,32.37687074829931,32.66530612244897,-41.17414965986394,7.406257578021305,19.428571428571427,13.857142857142863,6.428571428571427,-8.428571428571434,-20.0,-12.714285714285719,0.9999999999999988,-24.0,-3.7142857142857104,9.999999999999998,-1.2857142857142787,,,,,,,,,,,,,,,,,,,,,,
1,33.87568892145556,11.851930493363845,1.7078732004720152,2.4317429697481066,2.9644795588835944,16.53652153469239,18.52203547395687,22.475940451518376,28.144089929138403,32.34829616610069,32.603354414506946,-41.17198339794854,7.889837258201542,19.454804760047946,13.859704378517389,6.474364685923623,-8.452401050903248,-20.019479442201547,-12.721138601853303,1.238945333592187,-23.959977765823552,-3.6267650088357692,10.21113338370566,-1.2857857123349357,,,,,,,,,,,,,,,,,,,,,,
2,33.36799364176995,11.801223678479712,1.6122076099423177,2.3385827269776414,2.82930487240576,16.551544801464324,18.506625636163935,22.513985020542044,28.09057211891435,32.31719121992592,32.539613022329334,-41.17011245042711,8.363841103130689,19.4813374051816,13.860651843099571,6.517234676043547,-8.476059921097903,-20.034315657638988,-12.7174495674148,1.4777602467204165,-23.920325888908256,-3.540389208889686,10.419518728935385,-1.2858474017631227,,,,,,,,,,,,,,,,,,,,,,
3,32.870554832381025,11.745907866416239,1.5157643464453292,2.2443551852497743,2.695101653902153,16.558102487175574,18.485817647760577,22.54022895288052,28.03402607967403,32.28358818074148,32.47410520663932,-41.16852560282903,8.828269112808737,19.50816049761016,13.860023981604371,6.5572411595063285,-8.499558628328714,-20.044606622247876,-12.703476925758173,1.7163609546471326,-23.88104235682897,-3.455150113465362,10.625170177476534,-1.2858997237656622,,,,,,,,,,,,,,,,,,,,,,
4,32.383372493288775,11.686052184568524,1.418583439580174,2.1490867343161746,2.5618153445996565,16.556302108617942,18.45968588077055,22.554917154207356,27.974473498634527,32.24751931951387,32.40685422816013,-41.167211640683604,9.283121287235707,19.535265170971357,13.857859524746809,6.594443896887106,-8.522907761769009,-20.0504503119638,-12.679478991671528,1.9546636726347177,-23.842125157160567,-3.3710395215807853,10.828101871116395,-1.2859430481093241,-0.0317068994817252,-0.12079283174071319,-0.5196604588505949,0.46962609021056156,0.303560253475114,4.7627029702471395,-1.190184132108202,0.7784244903742732,-0.720086385891473,1.6825398769739481,-1.3440891406569375,4.059199544290648,0.026727821734583906,-0.0008812775455289767,-1.1943485411493016,0.5417388127341585,-1.942016953340851,-0.04173990855218078,-1.9043134286051302,0.7464451706212367,-2.6679085369761726,-0.46740623573846046
5,31.90644662449325,11.621725760331678,1.3207049189458873,2.0528037639285177,2.4293913857251024,16.546251182583212,18.428304707217634,22.558294530195916,27.911936063012906,32.209016907209644,32.337883347614884,-41.16615934952022,9.728397626411585,19.562642558902944,13.85419720324183,6.628902648761026,-8.546117910592086,-20.05194470272231,-12.64571407994292,2.192584615945544,-23.80357227747784,-3.2880492322538672,11.028327951642334,-1.285977744560945,-0.19671784902405826,-0.03380685259221495,-0.6246485901090993,0.6649656430498548,0.07734374671051517,4.755067476712118,-1.2498812237511763,0.7711380906599378,-0.7687574074242726,1.6601338258204805,-1.3784871819776505,4.00508728201192,0.02149440209424012,-0.000708719704462116,-1.2837633889314148,0.5471931041422501,-1.9559692287237431,-0.07169720150026798,-1.9246038176861728,0.6915654604840857,-2.6506615284173405,-0.46462654339425813
6,31.439777225994348,11.552997721100867,1.222168814141451,1.9555326638384811,2.297775218505297,16.528057225863115,18.39174849912546,22.550605986519763,27.846435460026154,32.16811321479525,32.26721582572678,-41.16535751486818,10.164098130336342,19.590283795042712,13.849075747804442,6.6606771757032455,-8.569199663971268,-20.049187770458897,-12.602440505360386,2.4300399998420086,-23.765381705355708,-3.2061710445025766,11.225862560841671,-1.2860041828873088,-0.35957846273104466,0.05121960784496846,-0.7281492808928341,0.8551389001281048,-0.14397464658443943,4.745756288424934,-1.3091445710533376,0.7638919394485453,-0.8167830096267282,1.6378917943081446,-1.4124200088347187,3.951257855479854,0.01648527186706669,-0.0005435571994594212,-1.3717956888108722,0.5524700683054918,-1.9691209121252715,-0.10087988014880978,-1.9443664117339816,0.63788096184974,-2.634505695321609,-0.46205863451635
7,30.98336429779212,11.479937194271212,1.1230151547660805,1.8572998237977343,2.1669122841671937,16.50182775524942,18.35009162851794,22.53209642885232,27.77799337689137,32.124840513237295,32.19487492321904,-41.16479492225684,10.590222799010029,19.618180013028383,13.8425338891496,6.68982723828886,-8.592163611079895,-20.04227749110925,-12.549916582712022,2.666946039586498,-23.727551428369004,-3.1253967573448285,11.420719840501725,-1.2860227328552138,-0.5202887406026032,0.13428654957102992,-0.8301625312016572,1.040145861445134,-0.36039492640997295,4.734769405385547,-1.3679741740147375,0.756686036740086,-0.8641631924991243,1.6158137824368233,-1.4458876212281218,3.897711264694261,0.011700431053043301,-0.0003857900303971818,-1.458445440787882,0.5575697052238431,-1.9814720035454605,-0.12928794449764883,-1.963601210748429,0.5853916747182147,-2.619441037688851,-0.45970250910481725
8,30.537207839886605,11.40261330723785,1.0232839704187051,1.758131633557946,2.036748023937525,16.46767028753397,18.303408467418684,22.503010762867056,27.70663150082549,32.07923107350219,32.12088390081477,-41.16446035721555,11.006771632432626,19.646322346497733,13.834610357992295,6.716412597093053,-8.615020341091238,-20.031311840608822,-12.488400626785854,2.9032189504414285,-23.690079434092574,-3.045718169798601,11.612913932409832,-1.2860337642314974,-0.6788486826387237,0.21539397258585774,-0.9306883410356395,1.219986527001008,-0.5719170927660956,4.72210682759394,-1.4263700326354058,0.7495203825345798,-0.9108979560411052,1.5938997902066594,-1.4788900191581433,3.8444475096553683,0.007139879652169966,-0.00023541819749427008,-1.5437126448621743,0.5624920148972732,-1.9930225029844584,-0.1569213945470236,-1.9823082147293873,0.5340975990894872,-2.6054675555192137,-0.4575581671596192
9,30.101307852277735,11.321095187395906,0.9230152906984728,1.6580544828707477,1.907227879043197,16.42569233950846,18.251773387851443,22.46359389423749,27.63237151904568,32.03131716655656,32.04526601923718,-41.16434260527364,11.413744630604114,19.67470192908852,13.825343885047488,6.740493012690956,-8.637780443178626,-20.01638879489325,-12.418150952369963,3.1387749476691433,-23.652963710101265,-2.967127080881835,11.802458978353334,-1.2860376467829335,-0.8352582888394975,0.29454187688961436,-1.029726710394791,1.3946608967957017,-0.7785411456527057,4.707768555050114,-1.4843321469154036,0.7423949768319458,-0.9569873002530063,1.5721498176175364,-1.511427202624641,3.79146659036305,0.0028036176644872877,-9.244170060096477e-05,-1.6275973010337959,0.5672369973259247,-2.003772410442289,-0.18378023029672613,-2.000487423677024,0.4839987349636461,-2.5925852488126595,-0.45562560868072044
