frame,ball_x,19_x,698_x,911_x,1025_x,10051_x,10052_x,10053_x,11235_x,11236_x,11237_x,ball_y,19_y,698_y,911_y,1025_y,10051_y,10052_y,10053_y,11235_y,11236_y,11237_y,stretch_index,Time [s],10051_vx,10051_vy,10051_speed,10052_vx,10052_vy,10052_speed,10053_vx,10053_vy,10053_speed,1025_vx,1025_vy,1025_speed,11235_vx,11235_vy,11235_speed,11236_vx,11236_vy,11236_speed,11237_vx,11237_vy,11237_speed,19_vx,19_vy,19_speed,698_vx,698_vy,698_speed,911_vx,911_vy,911_speed
47,11.420620902586787,22.709361796329652,11.000333394726749,13.943230499751708,11.420620902586787,6.49797180164515,-0.9225149271935664,3.0691188355159404,-9.106350824591235,-9.423633132892885,-10.637079384079684,-26.555758837575798,-20.417744821096687,-8.900053959971856,-22.945293970531917,-26.555758837575798,-31.549684629259872,-29.73503913022039,-22.640608557199524,-28.60138608033786,-1.15176926064109,-14.91736546676299,19.47008760483054,2.35,1.4189395202581419,0.09770867495384591,1.4222996686042089,1.1155122960550323,0.697887533778153,1.3158323192766328,1.057101653923533,1.7832704850625138,2.0730454721551483,2.680729454180113,4.621828841856267,5.342996560912542,0.9566343745742396,0.8866186559016241,1.3043166669217445,0.9520841650542976,0.17147313435794098,0.9674023429544066,1.060275547446839,0.4715511194844522,1.1604071245906475,1.5886802997720546,2.2233007087553194,2.732575915951052,4.692626646862214,2.8486959157072222,5.4896095732764385,4.656648798398984,0.2100588773467491,4.661384211109708
48,11.5528712954905,22.790466450851653,11.235398208112269,14.180197202173312,11.5528712954905,6.5687412342255005,-0.8665236316955123,3.1221817659889917,-9.057802534518498,-9.375774715935414,-10.583782510649783,-26.324898609642318,-20.301566614362464,-8.753026959646185,-22.938186691577332,-26.324898609642318,-31.545348762387643,-29.70000981923352,-22.55065632470869,-28.556786436817006,-1.1431498201942043,-14.893662005534047,19.493598865453983,2.4000000000000004,1.4156852574401968,0.08725126813090915,1.418371436515826,1.11679479499282,0.6986898916042805,1.3173451251487047,1.0583939488870313,1.795191775371784,2.0839652735598024,2.6414438556900004,4.595966874327663,5.300956248893179,0.9641154122276719,0.8894240081867262,1.3117139910948101,0.9547381155758519,0.17195111858572504,0.9700989931528693,1.0632310832548948,0.47286557611063307,1.163641778843394,1.6208252912870431,2.3277721690522153,2.836476316821592,4.684634382956978,2.9419031471758004,5.531780312823855,4.733912560487734,0.13389052093300186,4.735805612769515
49,11.683068308410085,22.873146659970566,11.46964686118373,14.420891555500717,11.683068308410085,6.639355368810789,-0.8105439891247739,3.175237694695885,-9.009051452293786,-9.32784435704119,-10.53040552006303,-26.095862422193814,-20.180059633754215,-8.601305519230516,-22.9350942068974,-26.095862422193814,-31.541522417589416,-29.6649877985587,-22.46020434956352,-28.51211074723767,-1.1345174227947359,-14.86992291268551,19.517666040551543,2.45,1.4125792975386169,0.07706082665117309,1.41467969619941,1.1165617364465732,0.6985440853638327,1.317070214716505,1.058253913563369,1.8051866284585767,2.09251048005448,2.6003762560075865,4.559486064627964,5.248892249450796,0.9681712552675793,0.8909449293566188,1.3157273451109355,0.9561769543104757,0.1722102576373891,0.9715609815086201,1.0648334263912722,0.4735782085028106,1.1653954459877165,1.6523363832255553,2.434347646533002,2.942152951073699,4.668311176674717,3.035791948975697,5.568587073911275,4.808465578604484,0.053594635439963886,4.808764249323531
50,11.811122841285972,22.957370728707595,11.702662806822218,14.665178022535388,11.811122841285972,6.709821620546837,-0.7546517773555268,3.22821500512224,-8.96026883764775,-9.279902811799598,-10.477016071953077,-25.86918121733886,-20.05311867841272,-8.4448555602083,-22.936222892946088,-25.86918121733886,-31.538192246598,-29.630020476399196,-22.369348953625106,-28.4674232331556,-1.1258830107014939,-14.846178279429042,19.54229707195548,2.5,1.4096303785088662,0.06717206122654522,1.4112299209641468,1.114855780123123,0.6974768038505322,1.315057908376468,1.056721533905289,1.8132667982283726,2.0987131489978617,2.5577557768109207,4.512695979115862,5.187151396839898,0.9688875084405774,0.8912135207697953,1.3164363044276333,0.9564310501419012,0.1722560210375664,0.9718191655134377,1.065116396748889,0.4737040578532511,1.1657051398402483,1.6832387700103415,2.542721744228433,3.0493813512642216,4.643953604741714,3.130099017169572,5.600341502112124,4.880211770589859,-0.03067858444389036,4.880308197373121
51,11.936945794058506,23.04310696208389,11.93402949790886,14.912921066078672,11.936945794058506,6.780147404579424,-0.6989227742620449,3.2810420807536627,-8.911625950311045,-9.232010835799962,-10.423681825953466,-25.645385937185974,-19.920638547478802,-8.283643004062988,-22.941779126177384,-25.645385937185974,-31.535344901146274,-29.595155260958375,-22.27818645875464,-28.42278811612653,-1.1172575261732336,-14.822458196976402,19.56749894446454,2.5500000000000003,1.4068821901274395,0.057758525417252043,1.408067308105744,1.1118902245561668,0.695621491033092,1.311559808110429,1.0539967396757035,1.819491054209001,2.1027260457780974,2.514728026488148,4.457144449584566,5.117616016434554,0.9666921954795421,0.8903902892186413,1.3142635458445588,0.9556522474880018,0.17211575640866483,0.9710278326253042,1.064249093793502,0.47331833012378344,1.1647559294854253,1.7136584237556864,2.6513674772928137,3.1569565554430556,4.613044550789188,3.2235078320720225,5.627715590805517,4.948670725646977,-0.1181781652754057,4.950081618480976
52,12.060448066668092,23.130323665120656,12.163330387324859,15.163985148932023,12.060448066668092,6.850340136054424,-0.643432757718474,3.3336473050758713,-8.86329405001436,-9.1842291846316,-10.370470441697783,-25.425007523843746,-19.78251404009327,-8.117633772277983,-22.951969283045198,-25.425007523843746,-31.53296703296702,-29.560439560439548,-22.186813186813186,-28.378269617706238,-1.1086519114688076,-14.798792756539232,19.593277810670276,2.6,1.4043871601266604,0.04902848349520441,1.4052427148796987,1.107921027986689,0.6931382796738773,1.306877836297006,1.050319446590559,1.8239299198338155,2.1047306935452066,2.4726677351059045,4.394688874186277,5.042556497366233,0.9620989448639462,0.8886678428539856,1.3097194030138954,0.9540227596507335,0.1718222808976883,0.9693721277943188,1.0624344368837981,0.4725112724684983,1.1627698978243255,1.7437465109987387,2.7584524639116204,3.2633896320054037,4.577363475174739,3.314438570060331,5.651350229685587,5.01326595081969,-0.20800293892286015,5.017579168906914
53,12.652842452643828,23.218997960887016,12.390252729805526,15.418201105141014,12.181620751642367,6.920410288401986,-0.5882425747016296,3.3859730566578783,-8.815414434827105,-9.136607984774653,-10.317437741857095,-25.402189675546925,-19.63874684433614,-7.946885942714761,-22.966947171862554,-25.208468571195173,-31.53103314504395,-29.525911441968255,-22.095321345794954,-28.333920723975048,-1.1000751945134413,-14.775206784911965,19.619648157659114,2.6500000000000004,1.4021977162380692,0.04119019973255636,1.4028025762655503,1.1032041486553434,0.6901873025351788,1.3013139153144977,1.0459295703653746,1.826653918536048,2.1049069348234366,2.432949632730349,4.3271866510727355,4.964251023933501,0.9556213850732369,0.8862387898264599,1.303315550510451,0.9517247999315409,0.17140841165153714,0.967037195970059,1.059875345378265,0.471373132041621,1.1599691277579003,1.773654198276456,2.8621443222698915,3.367153001656663,4.538689838255537,3.401311407511922,5.671739128235254,5.073420953151809,-0.299251737254583,5.082238854100591
54,13.22874872449696,23.309142244644143,12.614898987502965,15.675265253728151,12.30077571185764,6.990380568189754,-0.5333533485989079,3.4380176944024368,-8.768008556173395,-9.089154846272084,-10.264592201251958,-25.380006916467114,-19.4897662040442,-7.771826218746648,-22.98665632837831,-24.9957582802212,-31.529469145363834,-29.491571608358807,-22.003786688226374,-28.289749479111336,-1.0915287458980574,-14.751704051219665,19.646659796467077,2.7,1.4003662861938864,0.03445193840129992,1.4007900169433194,1.0979955448029,0.6869286923792216,1.295169967541266,1.0410670267159636,1.8277335737489249,2.1034330440316453,2.3969484494277227,4.25649517839595,4.88498854378615,0.9477731445867981,0.8832957382871595,1.2955636977301448,0.9489405816322104,0.17090696581715972,0.964208182102447,1.0567747386359978,0.4699941559971115,1.1565757021875476,1.80353265212584,2.9606106705528585,3.466690867365522,4.498803100389214,3.482546520804185,5.689231899442747,5.128559239687041,-0.39102339213887466,5.143444290373826
55,13.788166882227499,23.40077772970121,12.837475424423426,15.934840284960202,12.418305002777565,7.060276740269831,-0.4787512719001716,3.489793572295687,-8.721067903816117,-9.041866750057657,-10.211930457740454,-25.35845924660433,-19.336108251993398,-7.59297346012507,-23.010987720200333,-24.786757503677123,-31.528188793164322,-29.457411421347665,-21.912280852766855,-28.24575269181811,-1.0830120218800134,-14.728283060170073,19.674370360106614,2.75,1.398945297726163,0.02902196377352847,1.399246304412277,1.0925511746700798,0.6835225819683592,1.2887479153557004,1.0359717313581789,1.827239408905977,2.1004859641598004,2.366038915264364,4.184471854307888,4.807072378073817,0.9390678518840897,0.8800312963865455,1.286974558047665,0.9458523180545441,0.17035076054155515,0.9610702311414295,1.0533355360152437,0.4684645914893284,1.1528117040140529,1.8335330390839637,3.052019126945819,3.5604303330714946,4.459482721933492,3.5565640863145287,5.704045428227728,5.178104317469329,-0.48241673544406344,5.200527879862872
56,14.331096925835459,23.493925629367325,13.058188304573168,16.19658888910385,12.534600679865708,7.1301245694941136,-0.42442253709540356,3.541313044323766,-8.674583967518153,-8.99474067706515,-10.159449149180638,-25.33754666595852,-19.178309120959753,-7.410846526601343,-23.039832314936504,-24.581347094318357,-31.52710584768302,-29.423422242671386,-21.8208754780759,-28.20192717079841,-1.0745244787166979,-14.704942316470943,19.70283597859696,2.8000000000000003,1.3979871785668223,0.025108540121152587,1.398212641276083,1.0871269964975636,0.6801291040649763,1.2823496811361716,1.0308836000075476,1.8252419474403319,2.096241675823734,2.3415957603066055,4.11297407696054,4.73282436420741,0.9300191354444716,0.8766380722755681,1.2780570809067593,0.9426422225000304,0.1697726129716979,0.9578084880366402,1.0497606568750937,0.466874685672184,1.1488992161387912,1.8638065256877003,3.1345373096338736,3.646792962409961,4.422508163245533,3.6217842804201026,5.7162837427713065,5.221479693542195,-0.5725305990384401,5.252774645547704
57,14.857538855320819,23.58860715695164,13.277243891958443,16.460173756425853,12.650054798585675,7.199949820714697,-0.3703533366745117,3.5925884644728274,-8.62854823704237,-8.947773608228324,-10.107144913430478,-25.31726917452976,-19.01690494371922,-7.225964277926835,-23.073081080194694,-24.379407904900276,-31.526134068157546,-29.389595434066468,-21.729642202812983,-28.158269724755094,-1.066065572665488,-14.681680324830053,19.732111029499016,2.85,1.3975356184924754,0.022885221004429492,1.3977229833896154,1.0819363088193743,0.6768817026377765,1.2762268668647858,1.0260025624272675,1.8217999588798015,2.0908458451740928,2.3247645929428398,4.04354967814714,4.664206729149612,0.921055019001044,0.8732765727466134,1.2692337533075162,0.9394621393868628,0.16919987073003734,0.9545772402463839,1.0462192006808289,0.46529964450762956,1.1450233076458134,1.8944790840515697,3.2066382337714603,3.7244569754789523,4.389362307956697,3.676890583435595,5.725908297647483,5.25820495710902,-0.6606140094789184,5.299540568812138
58,15.367492670683603,23.684843525763277,13.494848450585582,16.725257577192938,12.765059414401033,7.269778258783581,-0.3165298631275168,3.6436321867290253,-8.582952202151613,-8.900962524480871,-10.05501438834813,-25.297626772317997,-18.852431853047765,-7.038845573852902,-23.110624983582806,-24.180820788178213,-31.52518721382554,-29.35592235726945,-21.638652665637547,-28.11477716239124,-1.0576347599836893,-14.658495589955137,19.762247909384207,2.9000000000000004,1.39759935545864,0.022386717135134397,1.39777863894198,1.077021771342403,0.6738070664803377,1.2704297929379513,1.0213686045699684,1.816925197130032,2.0843250702247023,2.3157745348510965,3.9765082242264564,4.601676798038456,0.9122611073001402,0.8699788991580903,1.2605885977878748,0.9363424375987247,0.16863800334109752,0.9514073452623717,1.0427449873257388,0.4637545091880008,1.1412209923521204,1.9255759085982853,3.2680165023895356,3.7931219911392837,4.360341732793213,3.7216196914238164,5.732628817072636,5.288184026010463,-0.7465167720768201,5.340615843134969
59,15.860958371923813,23.78265594911135,13.711208244460796,16.99150304167179,12.880006582775405,7.339635648552812,-0.26293830894432657,3.694456565078513,-8.537787352608795,-8.85430440675659,-10.0030542117915,-25.278619459323224,-18.685425981721416,-6.850009274130947,-23.152354992708652,-23.985466596907557,-31.524179043924615,-29.322394374016806,-21.54797850520907,-28.07144629240979,-1.0492314969287133,-14.635386616553967,19.793296827279104,2.95,1.3981783894649773,0.02361302851350087,1.3983777686599774,1.0723833840664168,0.6709051955926423,1.264958459355461,1.0169817264357164,1.8106176621908883,2.076677189777402,2.3146255860310503,3.911849715198301,4.545333848883557,0.903637400341789,0.8667450515098499,1.2521212144250566,0.9332831171353866,0.16808701080475222,0.9482988030843551,1.0393380168097566,0.46223927971330964,1.1374922702576564,1.957096999327672,3.3186721154879293,3.852766963481506,4.335446437755005,3.755971604384843,5.73615014688317,5.3114169002464084,-0.8302388868322907,5.3759135128303255
60,16.337935959041445,23.882065640305065,13.926529537590369,17.25857284012917,12.99528835917236,7.409547754874352,-0.20956486661484888,3.7450739535074216,-8.49304517817674,-8.807796235989251,-9.951261021618805,-25.260247235545474,-18.51642346251613,-6.659974238512304,-23.198162075180175,-23.793226183843675,-31.5230233176924,-29.289002846045033,-21.457691360187024,-28.028273923513733,-1.0408552397579283,-14.612351909334295,19.8253056215409,3.0,1.3992727205118878,0.02656415513940705,1.3995248481920606,1.0680211469914354,0.6681760899747196,1.2598128661173476,1.012841928024429,1.802877354062439,2.0679012367507843,2.3213177464829617,3.8495741510629435,4.495301683387748,0.8951838981260553,0.8635750298022666,1.2438311957665902,0.9302841779969331,0.16754689312116938,0.9452516137124475,1.0359982891330228,0.4607539560833727,1.1338371413624748,1.9890423562398285,3.3586050730667174,3.903398203071982,4.314676422842202,3.779946322318503,5.736238038422007,5.32790357981696,-0.9117803537451452,5.4053584496591895
61,16.798425432036478,23.983093812653543,14.14101859398059,17.526129662831814,13.111296799055523,7.479540342600278,-0.15639572862906675,3.795496706001926,-8.448717168618346,-8.76143499311253,-9.899631455687949,-25.24251010098474,-18.345960428207864,-6.469259326748312,-23.247937198605197,-23.60398040174194,-31.521633794366537,-29.25573913509069,-21.367862869230862,-27.985256864406004,-1.0325054447286732,-14.589389973003865,19.85831960198916,3.0500000000000003,1.400882348598993,0.03124009701269058,1.4012306370749936,1.063935060117502,0.6656197496266102,1.2549930132236689,1.0089492093361276,1.7937042727446537,2.057997455071902,2.3358510162066075,3.7896815318201083,4.451728437644399,0.8869006006529542,0.8604688340349039,1.2357181271568196,0.9273456201836232,0.16701765029037557,0.9422657771469083,1.0327258042952838,0.45929853829844886,1.1302556056664494,2.021411979334877,3.3878153751258404,3.9450474529639794,4.29803168805467,3.793543845224902,5.732717618823189,5.337644064721971,-0.9911411728156286,5.428886164409052
62,17.242426790908922,24.085761679465897,14.354881677637678,17.793836200046446,13.228423957888433,7.549639176582573,-0.10341708747692564,3.845737176548188,-8.40479481369649,-8.715217659060272,-9.84816215185704,-25.22540805564098,-18.174573011572623,-6.278383398590375,-23.301571330591635,-23.417610103357717,-31.519924233184597,-29.22259460289024,-21.278564671000044,-27.942391923789664,-1.0241815680983501,-14.566499312270414,19.892381419444767,3.1,1.4030072737265074,0.037640854133676266,1.4035121103964154,1.060125123444855,0.6632361745483457,1.2504989006746439,1.0053035703707645,1.783098418237555,2.04696732697947,2.358225395202168,3.7321718574699334,4.414785814540383,0.878787507922436,0.8574264642080777,1.2277815870931164,0.9244674436951184,0.1664992823121639,0.9393412933873675,1.0295205622968047,0.45787302635840677,1.126747663169769,2.054205868612657,3.406303021665383,3.9777709871295257,4.285512233392531,3.7967641731040565,5.725472320142991,5.340638354961551,-1.0683213440433457,5.446441823119476
63,17.669940035658797,24.190090454051266,14.568325052567939,18.061355142039787,13.347061891134745,7.619870021673274,-0.050615135648401116,3.8958077191323164,-8.361269603174033,-8.669141214766224,-9.79684974798408,-25.208941099514263,-18.0027973453864,-6.087865313789867,-23.358955438747305,-23.233996141446326,-31.51780839338423,-29.189560611180234,-21.189868404154048,-27.899675910367616,-1.0158830661242886,-14.543678431841762,19.92753096509987,3.1500000000000004,1.4056474958944163,0.045766426502211716,1.4063923522648385,1.0565913369732538,0.6610253647399538,1.2463305284700832,1.0019050111284915,1.7710597905411665,2.034813611364958,2.3884408834695843,3.677045128012495,4.384667687210674,0.8708446199345179,0.8544479203216324,1.2200211476080476,0.9216496485314908,0.16599178918664415,0.9364781624339159,1.026382563137267,0.45647742026322935,1.1233133138721354,2.0874240240734556,3.414068012685343,4.001649591296102,4.277118058855739,3.7896073059559563,5.714443316959636,5.336886450535768,-1.1433208674287187,5.45797944223045
64,18.080965166286084,24.296101349718846,14.781554982777578,18.328349179078543,13.467602654257988,7.690258642724345,0.0020239343666141,3.9457206877404722,-8.318133026813836,-8.623202641164056,-9.745690881927128,-25.19310923260454,-17.831169562425174,-5.8982239320981185,-23.419980490680164,-23.053019368763238,-31.515200034203104,-29.156628521697154,-21.101845707352354,-27.857105632842877,-1.0076093950638565,-14.520925836425596,19.963805302359905,3.2,1.4088030151027953,0.05561681411829714,1.409900409736587,1.0533337007026802,0.658987320201234,1.2424878966098654,0.9987535316091171,1.7575883896554139,2.0215403939454673,2.4264974810088034,3.6243013434475033,4.361588042612168,0.8630719366891422,0.8515332023756523,1.2124363746805358,0.9188922346928659,0.1654951709138452,0.9336763842866819,1.0233118068170195,0.4551117200130149,1.1199525577739076,2.121066445716865,3.411110348185672,4.016789349050477,4.2728491644443105,3.7720732437806084,5.699629508883714,5.326388351444493,-1.2161397429715797,5.463461242183252
65,18.47550218279077,24.403815579777707,14.994777732272967,18.59448100142948,13.590438302721791,7.760830804587858,0.054513930078182116,3.9954884363587926,-8.275376574378761,-8.57739891918758,-9.69468219154425,-25.17791245491182,-17.660225795464882,-5.709978113266484,-23.484537453997977,-22.874560638063738,-31.512012914878753,-29.12378969617753,-21.014568219254404,-27.81467789991841,-0.999360011174432,-14.498240030729695,20.00123863395222,3.25,1.4124738313514889,0.06719201698193236,1.414071105496062,1.0503522146331121,0.6571220409323683,1.2389710050940677,0.9958491318127709,1.742684215580376,2.0071531502516793,2.472395187819823,3.5739405037753293,4.345778260482289,0.8554694581864448,0.8486823103699335,1.2050268286742238,0.9161952021791206,0.16500942749366906,0.9309359589455272,1.0203082933359497,0.4537759256076156,1.1166653948749226,2.155133133543226,3.397430028166315,4.023323205955744,4.272705550158112,3.74416198657798,5.681088073607687,5.309144057687708,-1.2867779706718347,5.462857143573043
66,18.85355108517288,24.51325435753706,15.208199565060305,18.85941329935931,13.71596089198976,7.831612272115858,0.1068686589963123,4.045123318973485,-8.232991735631714,-8.531727029770568,-9.643820314693457,-25.16335076643613,-17.490502177281545,-5.523646717046362,-23.552517296308704,-22.698500802103183,-31.50816079464884,-29.091035496357822,-20.92810757851966,-27.772389520297217,-0.9911343707133878,-14.475619519461837,20.039862307181387,3.3000000000000003,1.4166599446405261,0.08049203509311756,1.4189448074052529,1.0476468787648288,0.6554295269333261,1.235779853922911,0.993191811739346,1.7263472683160426,1.9916588226220742,2.5261340039027598,3.5259626089958713,4.337483755094739,0.8480371844262583,0.845895244304882,1.1977920648039173,0.9135585509903873,0.16453455892626867,0.9282568864106088,1.0173720226939507,0.452470037047143,1.1134518251751278,2.189624087552378,3.3730270526273936,4.021413326499258,4.276687215997384,3.705873534348033,5.65893560628292,5.2851535692655345,-1.3552355505295157,5.4561443939964835
67,19.215111873432413,24.624438896305968,15.422026745145878,19.122808763134742,13.844562477525441,7.902628810160331,0.15910192863108932,4.094637689570613,-8.19097000033554,-8.486183953846748,-9.593101889232848,-25.149424167177443,-17.322534840651144,-5.339748603189091,-23.623810985220228,-22.52472071363705,-31.503557432750995,-29.0583572839746,-20.84253542380763,-27.730237302682255,-0.9829319299380824,-14.45306280732974,20.079704860223455,3.35,1.421361354969938,0.09551686845185269,1.4245671530541573,1.045217693097681,0.6539097782041388,1.2329144430962857,0.9907815713889023,1.7085775478623757,1.9750659126376697,2.58771392925749,3.480367659108839,4.336960043883732,0.8407751154088527,0.8431720041801538,1.1907316336286473,0.9109822811266566,0.1640705652115193,0.9256391666818956,1.0145029948910593,0.45119405433157767,1.1103118486745494,2.2245393077443327,3.3379014215689122,4.011254296577493,4.284794161961892,3.657207887090975,5.633349850646873,5.254416886177897,-1.4215124825447958,5.44330731741118
68,19.56018454756937,24.737390409393672,15.63646553653593,19.384330083022512,13.976635114792462,7.973906183573299,0.2112275464925226,4.144043902136396,-8.14930285825309,-8.440766672349838,-9.542523553020366,-25.13613265713576,-17.156859918349653,-5.158802631446019,-23.69830948834034,-22.353101225420573,-31.49811658842286,-29.02574642076436,-20.75792339377773,-27.688218055776527,-0.974752145105889,-14.4305683990412,20.12079211228838,3.4000000000000004,1.4265780623398627,0.11226651705817803,1.430988727699045,1.0430646576315574,0.6525627947446515,1.2303747726140146,0.988618410761483,1.689375054219419,1.9573845907014353,2.6571349638841717,3.4371556541146466,4.344468345713664,0.8336832511339456,0.8405125899957964,1.1838450815722077,0.9084663925877627,0.16361744634940628,0.923082799759222,1.0117012099272211,0.44994797746083126,1.1072454653731014,2.259878794119052,3.2920531349908284,3.993077260423585,4.297026388051899,3.5981650448065383,5.604572014818079,5.21693400842484,-1.4856087667174165,5.424337181260703
69,19.888769107583727,24.85213011010923,15.851722203236763,19.643639949289383,14.112570859254399,8.045470157206758,0.2632593200907645,4.193354310656959,-8.1079817991473,-8.395472166213636,-9.492081943914156,-25.12347623631109,-16.994013543153034,-4.981327661568563,-23.775903773276966,-22.18352319020916,-31.491752020902005,-28.993194268463576,-20.67434312708943,-27.646328588282955,-0.9665944724741561,-14.408134799303914,20.16314730033911,3.45,1.432310066750182,0.13074098091201286,1.4382646944855964,1.0411877723664402,0.6513885765549988,1.2281608424761545,0.9867023298570741,1.6687397873871184,1.9386268247793805,2.7343971077825957,3.396326594013021,4.360270848955362,0.8267615916015532,0.8379170017518941,1.1771319514703595,0.9060108853737294,0.16317520234002802,0.9205877856426286,1.008966667802592,0.44873180643510363,1.1042526752710076,2.2956425466765644,3.235482192893052,3.967155117037862,4.313383894267187,3.5287450074947975,5.572909648221746,5.172704936006298,-1.5475244030476984,5.39923217995041
70,20.200865553475495,24.96867921176178,16.0680030092546,19.90040105220205,14.252761766374865,8.117346495912752,0.3152110569357869,4.242581269118432,-8.066998312780935,-8.350297416371895,-9.44177369977221,-25.111454904703415,-16.834531847837283,-4.807842553308027,-23.856484807637983,-22.015867460758233,-31.48437748942608,-28.960692188808785,-20.591866262402217,-27.604565708904563,-0.9584583683002569,-14.38576051282571,20.206791264840625,3.5,1.4385573682007209,0.15094026001342786,1.4464543766387883,1.0395870373025435,0.6503871236351393,1.226272652682865,0.9850333286756041,1.6466717473654615,1.9188065306782136,2.819500360952891,3.3578804788039505,4.384625821589127,0.8200101368118314,0.8353852394484256,1.1705917831432364,0.9036157594847588,0.16274383318332844,0.9181541243323044,1.0062993685171249,0.4475455412542166,1.1013334783681525,2.331830565416897,3.1681885952757116,3.9338089380456154,4.333866680607728,3.448947775155914,5.538740033711167,5.121729668922227,-1.6072593915353337,5.36799753662357
71,20.496473885244683,25.087058927660514,16.285514218595743,20.154276082027238,14.397599891617448,8.189560964543297,0.36709656453765926,4.291737131506991,-8.026343888916955,-8.305239403758339,-9.391595458452601,-25.10006866231276,-16.678950965178384,-4.63886616641583,-23.93994355903126,-21.85001488982311,-31.475906753232742,-28.928231543536526,-20.510564438375557,-27.56292622634435,-0.9503432888415643,-14.363444044314305,20.251742686724207,3.5500000000000003,1.4453199666916734,0.1728643543622813,1.4556207923517404,1.0382624524396085,0.6495584359850525,1.2247102032339152,0.9836114072171191,1.6231709341545395,1.8979397466441765,2.9124447233950024,3.3218173084876557,4.417782758103839,0.8134288867646813,0.8329173030853604,1.1642241139927565,0.901281014920759,0.1623233388793621,0.9157818158281685,1.0036993120708253,0.44638918191824106,1.09848787466457,2.3684428503401627,3.090172342138787,3.8934158061330866,4.358474747073646,3.358773347789696,5.502514018401142,5.064008207172888,-1.6648137321803747,5.330645728724684
72,20.775594102891304,25.207290471114504,16.504462095266483,20.404927729031684,14.5474772904457,8.262139327950422,0.4189296504064363,4.340834251808769,-7.986010017318217,-8.260295109306774,-9.341543857813342,-25.089317509139118,-16.527807027952313,-4.474917360643304,-24.02617099506467,-21.68584633015918,-31.466253571559548,-28.89580369438328,-20.430509293668912,-27.52140694930525,-0.9422486903554221,-14.341183898477409,20.298018377397845,3.6,1.4525978622229716,0.19651326395883695,1.4658301444050408,1.0372140177779385,0.6489025136048714,1.2234734941296335,0.9824365654816407,1.5982373477542837,1.876044835538855,3.013230195109024,3.2881370830639898,4.459977767403928,0.8070178414600684,0.8305131926627403,1.1580284796246274,0.8990066516814271,0.16191371942807556,0.9134708601299137,1.0011664984634407,0.445262728427137,1.0957158641600135,2.4054794014460383,3.0014334334822306,3.846418308817454,4.3872080936649525,3.2582217253961514,5.464760165731223,4.999540550758047,-1.720187424983056,5.287196846699006
73,21.038226206415317,25.329395055432975,16.72505290327301,20.65201868348209,14.702786018323271,8.33510735098611,0.47072412205220265,4.389884984009947,-7.945988187747573,-8.215461513950903,-9.291615535712463,-25.079201445182477,-16.381636168935046,-4.316514995741792,-24.11505808334607,-21.5232426345218,-31.45533170364414,-28.863400003085523,-20.35177246694175,-27.48000468649027,-0.9341740290992229,-14.318978580022861,20.345633623219477,3.6500000000000004,1.4603910547947097,0.2218869888028303,1.4771512680576733,1.036441733317099,0.6484193564942888,1.222562525369488,0.9815088034690965,1.5718709881646673,1.8531427183897913,3.121856776094884,3.256839802532829,4.511429399847859,0.8007770008982461,0.828172908180562,1.1520044144932082,0.8967926697672619,0.16151497482948002,0.9112212572380326,0.9987009276953375,0.4441661807808877,1.0930174468548102,2.442940218734739,2.9019718693060317,3.793335951712592,4.420066720381545,3.147292907975459,5.426089057619409,4.928326699677631,-1.7733804699431277,5.237679099556512
74,21.284370195816756,25.453393893925025,16.947492906621655,20.895211635645254,14.863918130713692,8.408490798502417,0.5224937869849524,4.4389016820966045,-7.906269889967901,-8.170735598624482,-9.241807130008059,-25.06972047044285,-16.24097452090257,-4.164177931462697,-24.20649579148336,-21.36208465566637,-31.443054908724196,-28.831011831379833,-20.27442559685354,-27.43871624660238,-0.9261187613303057,-14.296826593658356,20.394602585382373,3.7,1.4686995444067659,0.24898552889438413,1.4896550423972181,1.035945599057503,0.6481089646536018,1.221977296953987,0.9808281211795434,1.5440718553856765,1.8292571437309624,3.2383244663524984,3.2279254668944692,4.572335089339261,0.7947063650787682,0.8258964496386764,1.1461514525674514,0.894639069177937,0.16112710508349515,0.9090330071521898,0.9963025997663417,0.4430995389796773,1.0903926227488765,2.4808253022064055,2.7917876496102716,3.734778769965357,4.457050627223567,3.025986895527407,5.387197507567138,4.850366653931895,-1.8243928670606986,5.1821294861240625
75,21.51402607109561,25.579308199899785,17.17198836931866,21.134169275787826,15.031265683080619,8.482315435351339,0.5742524527148007,4.48789670005497,-7.866846613742067,-8.126114344261339,-9.192115278558163,-25.060874584920228,-16.106358216630873,-4.018425027557367,-24.300375087084408,-21.202253246348178,-31.429336946037267,-28.798630541002655,-20.19854032206373,-27.39753843834457,-0.9180823433060626,-14.274726444091701,20.444938755648142,3.75,1.4775233310592835,0.27780888423358907,1.5034137720480123,1.0357256149990406,0.6479713380828298,1.2217178088830472,0.9803945186130337,1.5148399494175124,1.804414997853247,3.3626332658820437,3.201394076148693,4.642868349589129,0.7888059340020296,0.8236838170373973,1.140469128019742,0.8925458499134562,0.16075011019027144,0.9069061098724158,0.9939715146765439,0.44206280302327716,1.087841391842202,2.5191346518608113,2.670880774394847,3.671463401048403,4.498159814190966,2.8943036880521604,5.348872362720469,4.765660413520597,-1.8732246163357447,5.120594656897136
