Team,Start Frame,End Frame,Start X,Start Y,End X,End Y,From,To
attack,56,90,-20.163315785637877,-17.4000308451268,-22.066094480711268,9.230919809016173,9.0,14
attack,120,146,-24.583930945693755,10.014329564080699,-42.69167077008197,16.131798486021946,14.0,66
attack,164,178,-47.446792026185484,13.068629726792619,-50.10017484763055,-1.6518729287110014,66.0,9
