Team,Start Frame,End Frame,Start X,Start Y,End X,End Y,From,To
attack,82,142,23.018836615125288,27.27665821147877,49.91396079768883,19.212369353693067,10.0,9
attack,142,162,49.91396079768883,19.212369353693067,41.454506041472996,7.917003178861059,9.0,10
