frame,ball_x,3342_x,3343_x,3344_x,3346_x,3347_x,9949_x,11069_x,14238_x,24075_x,24076_x,ball_y,3342_y,3343_y,3344_y,3346_y,3347_y,9949_y,11069_y,14238_y,24075_y,24076_y,11069_vx,11069_vy,14238_vx,14238_vy,24075_vx,24075_vy,24076_vx,24076_vy,3342_vx,3342_vy,3343_vx,3343_vy,3344_vx,3344_vy,3346_vx,3346_vy,3347_vx,3347_vy,9949_vx,9949_vy,Time [s]
0,7.434636061281144,7.434636061281144,27.74808290148706,19.912559470450113,20.54070934233434,18.291609977324264,10.29029227149492,10.946824983707046,51.434932089503725,3.6775510204081634,0.6489795918367378,32.45899392044626,32.45899392044626,22.100181852884134,13.037932683739772,0.7743540799402084,-23.71428571428571,24.18753435247521,-3.497184325285853,2.0727574411926772,-11.857142857142856,8.714285714285715,,,,,,,,,,,,,,,,,,,,,0.0
1,7.559492705490503,7.559492705490503,27.633709575382056,20.001237049654655,20.52433178642859,18.362333916261676,10.331091220725426,10.980320947289918,51.43496889535918,3.6949280035797685,0.6489795918367378,32.42926049045924,32.42926049045924,22.16869714685787,13.02093551758995,0.7763219477159947,-23.609570355640614,24.26089937341201,-3.4626081048716806,2.072870288368133,-11.874355906510932,8.714285714285719,,,,,,,,,,,,,,,,,,,,,0.05
2,7.668399292839339,7.668399292839339,27.509818639752584,20.070843485572535,20.510171075495947,18.42907997619315,10.358088493537897,11.007432905350118,51.434998249164906,3.7109454981287158,0.6489795918367378,32.39161014581511,32.39161014581511,22.2365345562767,13.009662330568256,0.77787364353074,-23.50978678389578,24.326358729305785,-3.4290163655497583,2.0729602874735087,-11.89022229262074,8.714285714285719,,,,,,,,,,,,,,,,,,,,,0.1
3,7.76230932371593,7.76230932371593,27.37710650505171,20.122526725957982,20.49822010149654,18.4921392214362,10.372278128974305,11.028627980242945,51.43502069619279,3.7256558693961406,0.6489795918367227,32.3464785520873,32.3464785520873,22.303743682449532,13.003814656183557,0.779042122296793,-23.414574136595135,24.384216127540512,-3.3963370721182393,2.0730291103187892,-11.904793886800741,8.714285714285715,,,,,,,,,,,,,,,,,,,,,0.15000000000000002
4,7.84217629850868,7.84217629850868,27.236269581732362,20.157434718565305,20.488471756390695,18.55180271630833,10.374654166076596,11.04437329432377,51.43503678171479,3.7391114827232173,0.6489795918367378,32.29430137484928,32.29430137484928,22.370374126685263,13.003094027944828,0.7798603389265173,-23.323571551282527,24.43477527550011,-3.3644981893752335,2.073078428713993,-11.91812256037945,8.714285714285715,0.3335911758288341,0.639659062935008,0.00034352131759110956,0.0010532403042479948,0.27120688018792444,-0.26864832471448247,-4.3140094671148925e-14,3.1554436208840472e-30,1.6354795113879836,-1.026116921821552,-2.7888820482662164,1.3345929370701977,0.7440777623173948,-0.02635122441750428,-0.19525122370848988,0.01768252908797388,1.2049124701429188,1.8344862044970862,0.08728230372351428,1.0233312545493434,0.2
5,7.908953717605865,7.908953717605865,27.088004280247613,20.176715411148784,20.480918932138557,18.60836152512706,10.366210643886676,11.055135969947848,51.43504705100285,3.7513647034510798,0.6489795918367378,32.23551427967454,32.23551427967454,22.436475490292754,13.00720197936098,0.7803612483322327,-23.236418165501835,24.47833988056848,-3.333427682118879,2.0731099144691103,-11.930260184685373,8.714285714285719,0.2339384066944205,0.624291553202162,0.00022719663864531213,0.0006965875028441813,0.24715902820416372,-0.2448273392588719,1.8932661725304283e-29,6.310887241768095e-30,1.3736883974770997,-1.1583152805561017,-2.937449611574731,1.3240113245058993,0.43153176184018444,0.07022036868019452,-0.15134080663386837,0.01133638460786766,1.1428187490747428,1.7575022138586045,-0.12910888212004018,0.8834403967254392,0.25
6,7.963595081395852,7.963595081395852,26.933007011050442,20.181516751462645,20.47555452070037,18.66210671220987,10.347941601446571,11.061383129470524,51.4350520493289,3.7624678969209637,0.6489795918367378,32.17055293213655,32.17055293213655,22.50209737458093,13.015840043940942,0.7805778054262643,-23.15275311679693,24.515213650129642,-3.303053515147278,2.073125239394174,-11.941258631047026,8.714285714285719,0.14362808466640126,0.6103647475066927,0.00012177739821238117,0.00037337090150936687,0.2241584830435718,-0.2220437803733485,1.8932661725304283e-29,6.310887241768095e-30,1.130967291332772,-1.2818003278213803,-3.0720889658229873,1.3144217381195287,0.14194471644839063,0.16082263195638039,-0.10757255035483937,0.0056493383746149435,1.0865463143566854,1.6877354723424933,-0.3256192871246151,0.7496236865805119,0.30000000000000004
7,8.007053890266938,8.007053890266938,26.771974184593883,20.1729866872612,20.472371414036367,18.713329341874285,10.32084107779815,11.063581895247138,51.43505232196488,3.772473428473937,0.6489795918367227,32.09985299780872,32.09985299780872,22.567289380858703,13.028709755193645,0.7805429651209993,-23.07221554271173,24.54570029156748,-3.2733036532586004,2.073126075299164,-11.951169770792925,8.714285714285715,0.06266020974474071,0.5978786458487522,2.7263596596835003e-05,8.359050034125097e-05,0.2022052447061906,-0.20029764805797307,4.3140094671148944e-14,1.0150610510858576e-14,0.9073161929551508,-1.3965720636172358,-3.1928001110111484,1.3058241779109838,-0.12468337385781429,0.2454555654111498,-0.06394645487126077,0.0006213903881481708,1.0360951659887467,1.6251859799487227,-0.5022489112902967,0.6218811241142167,0.35000000000000003
8,8.040283644607488,8.040283644607488,26.6056022113309,20.15227316629872,20.471362504106736,18.762320478437836,10.285903111983412,11.062199389632966,51.4350484141827,3.781433663451226,0.6489795918367378,32.02385014226461,32.02385014226461,22.632101110434935,13.045512646628017,0.7802896823287484,-22.994444580790102,24.570103512265913,-3.244106061250924,2.0731140939941284,-11.960045475251537,8.714285714285719,-0.008965218070693073,0.5868332482282018,-5.6344766363736185e-05,-0.0001727537007261454,0.1812993131919376,-0.17958894231277608,-4.31400946711489e-14,1.1044052673094165e-29,0.7027351023441064,-1.502630487943739,-3.299583047139092,1.2982186438803973,-0.36835250907868394,0.32411916904449756,-0.02046252018353861,-0.003747459351519337,0.991465303970967,1.5698537366773528,-0.6589977546171406,0.5002127093267258,0.4
9,8.06423784480581,8.06423784480581,26.43458750171454,20.120524136329472,20.472520682871753,18.80937118621799,10.244121743044282,11.057702734983359,51.43504087125428,3.789400967193966,0.6489795918367378,31.942980031077624,31.942980031077624,22.696582164618533,13.065950251752989,0.7798509119618552,-22.919079368575908,24.588727019608964,-3.215388703922416,2.073090967289037,-11.967937615751412,8.714285714285719,-0.07124819877971228,0.5772285546452072,-0.00012904769070993483,-0.00039566170158750966,0.1614406885009854,-0.15991766313769665,0.0,0.0,0.5172240194996748,-1.59997560080088,-3.392437774206859,1.2916051360277483,-0.5890626892140255,0.3968134428563933,0.02287925370872299,-0.007457210844373624,0.9526567283032857,1.5217387425283333,-0.7958658171048832,0.38461844221812047,0.45
10,8.079869991250233,8.079869991250233,26.25962646619781,20.078887545107747,20.475838842291598,18.854772529532262,10.1964910100227,11.050559053653604,51.435030238451596,3.7964277050433073,0.6489795918367378,31.857678329821265,31.857678329821265,22.760782144718377,13.08972410407746,0.7792596089326449,-22.845759043613082,24.601874520980488,-3.187079546071176,2.0730583669939087,-11.974898063621032,8.714285714285719,-0.12418873238226119,0.5690645650995916,-0.00019084517638085733,-0.0005851335024204778,0.1426293706331183,-0.1412838105327552,0.0,0.0,0.3507829444219064,-1.6886074021886395,-3.471364292214442,1.2859836543529874,-0.7868139142638597,0.4635383868468373,0.06607886680535151,-0.010507864090304306,0.9196694389858352,1.4808409975015635,-0.9128530987538852,0.27509832278820817,0.5
